case_id,sample_id,image_file,source_bucket,query_type,language,expected_chart_family,query,human_visible_chart_family,human_chart_family_acceptable,human_labels_readable,human_relevant_fields_visible,human_transform_preserved,human_overall_acceptable,human_primary_error,human_confidence,human_notes
calib_014,vinl2vis_29596,calib_014__vinl2vis_29596.png,vlm_consensus_accepted,ambiguous,vi,line,"Tạo biểu đồ phù hợp cho chỉ số external debt stocks, total (dod, current us$) mẫu 15.",line,yes,yes,yes,not_applicable,yes,none,high,The chart effectively represents external debt stocks over time.
calib_015,vinl2vis_27110,calib_015__vinl2vis_27110.png,vlm_consensus_accepted,multi_turn,vi,line,"Tôi muốn xem xu hướng.
Dùng dữ liệu này và tách theo quốc gia.",line,yes,yes,yes,not_applicable,yes,none,high,The chart effectively shows trends over time by country.
calib_016,vinl2vis_24482,calib_016__vinl2vis_24482.png,vlm_consensus_accepted,explicit,vi,bar,"So sánh chỉ số personal transfers, receipts (bop, current us$) ở các quốc gia, biến thể 21.",bar,yes,yes,yes,not_applicable,yes,none,high,The chart effectively compares personal transfers across countries.
calib_017,vinl2vis_26951,calib_017__vinl2vis_26951.png,vlm_consensus_accepted,multi_turn,vi,bar,"Hãy so sánh các nước.
Dùng năm mới nhất.",bar,yes,yes,yes,not_applicable,yes,none,high,The chart effectively compares the specified countries using the latest year.
calib_018,vinl2vis_26711,calib_018__vinl2vis_26711.png,vlm_consensus_accepted,multi_turn,vi,bar,"Hãy so sánh các nước.
Dùng năm mới nhất.",bar,yes,yes,yes,not_applicable,yes,none,high,The chart effectively compares the countries as requested.
calib_019,vinl2vis_24117,calib_019__vinl2vis_24117.png,vlm_consensus_accepted,explicit,vi,bar,"So sánh chỉ số service exports (bop, current us$) ở các quốc gia, biến thể 16.",bar,yes,yes,yes,not_applicable,yes,none,high,The chart effectively compares service exports across countries.
calib_020,vinl2vis_05317,calib_020__vinl2vis_05317.png,vlm_consensus_accepted,explicit,vi,bar,"So sánh chỉ số cereal production (metric tons) ở các quốc gia, biến thể 16.",bar,yes,yes,yes,not_applicable,yes,none,high,The chart effectively compares cereal production across countries.
calib_021,vinl2vis_27191,calib_021__vinl2vis_27191.png,vlm_consensus_accepted,multi_turn,vi,bar,"Hãy so sánh các nước.
Dùng năm mới nhất.",bar,yes,yes,yes,not_applicable,yes,none,high,The chart effectively compares the specified countries using the latest year.
calib_022,vinl2vis_32864,calib_022__vinl2vis_32864.png,vlm_consensus_accepted,underspecified,vi,bar,Xếp hạng các nước theo chỉ số level of water stress: freshwater withdrawal as a proportion of available freshwater resources.,histogram,no,no,yes,not_applicable,no,wrong_chart_type,medium,The chart type is a histogram instead of the expected bar chart.
calib_023,vinl2vis_29511,calib_023__vinl2vis_29511.png,vlm_consensus_accepted,multi_turn,vi,bar,"Hãy so sánh các nước.
Dùng năm mới nhất.",bar,yes,yes,yes,not_applicable,yes,none,high,The chart effectively compares countries using the latest year data.
calib_024,vinl2vis_32784,calib_024__vinl2vis_32784.png,vlm_consensus_accepted,underspecified,vi,bar,"Xếp hạng các nước theo chỉ số annual freshwater withdrawals, domestic (% of total freshwater withdrawal).",histogram,no,no,yes,not_applicable,no,wrong_chart_type,high,The chart is a histogram instead of the expected bar chart.
calib_025,vinl2vis_28791,calib_025__vinl2vis_28791.png,vlm_consensus_accepted,multi_turn,vi,bar,"Hãy so sánh các nước.
Dùng năm mới nhất.",bar,yes,yes,yes,not_applicable,yes,none,high,The chart effectively compares the specified countries using the latest year.
calib_026,vinl2vis_05116,calib_026__vinl2vis_05116.png,vlm_consensus_accepted,ambiguous,vi,line,Tạo biểu đồ phù hợp cho chỉ số tree cover loss (hectares) mẫu 15.,line,yes,yes,yes,not_applicable,yes,none,high,The chart effectively represents tree cover loss over the years.
calib_027,vinl2vis_29070,calib_027__vinl2vis_29070.png,vlm_consensus_accepted,multi_turn,vi,line,"Tôi muốn xem xu hướng.
Dùng dữ liệu này và tách theo quốc gia.",line,yes,yes,yes,not_applicable,yes,none,high,The chart effectively shows trends by country over time.
calib_028,vinl2vis_30664,calib_028__vinl2vis_30664.png,vlm_consensus_accepted,underspecified,vi,bar,Xếp hạng các nước theo chỉ số carbon dioxide (co2) emissions from fugitive emissions (energy) (mt co2e).,bar,yes,yes,yes,not_applicable,yes,none,high,The chart effectively ranks countries by CO2 emissions from fugitive emissions.
calib_029,vinl2vis_31664,calib_029__vinl2vis_31664.png,vlm_consensus_accepted,underspecified,vi,bar,Xếp hạng các nước theo chỉ số nitrous oxide (n2o) emissions from waste (mt co2e).,bar,yes,yes,yes,not_applicable,yes,none,high,The chart effectively ranks countries by N2O emissions.
calib_030,vinl2vis_32584,calib_030__vinl2vis_32584.png,vlm_consensus_accepted,underspecified,vi,bar,Xếp hạng các nước theo chỉ số aquaculture production (metric tons).,bar,yes,yes,yes,not_applicable,yes,none,high,The chart effectively ranks countries by aquaculture production.
calib_031,vinl2vis_25922,calib_031__vinl2vis_25922.png,vlm_consensus_accepted,explicit,vi,bar,"So sánh chỉ số external debt stocks (% of gni) ở các quốc gia, biến thể 21.",bar,yes,yes,yes,not_applicable,yes,none,high,The chart effectively compares external debt stocks across countries.
calib_032,vinl2vis_05201,calib_032__vinl2vis_05201.png,vlm_consensus_accepted,ambiguous,vi,line,Tạo biểu đồ phù hợp cho chỉ số forest area (% of land area) mẫu 20.,line,yes,yes,yes,not_applicable,yes,none,high,The chart effectively represents the forest area percentage over time.
calib_033,vinl2vis_26910,calib_033__vinl2vis_26910.png,vlm_consensus_accepted,multi_turn,vi,line,"Tôi muốn xem xu hướng.
Dùng dữ liệu này và tách theo quốc gia.",line,yes,yes,yes,not_applicable,yes,none,high,The chart effectively shows trends over time for different countries.
calib_034,vinl2vis_30464,calib_034__vinl2vis_30464.png,vlm_consensus_accepted,underspecified,vi,bar,Xếp hạng các nước theo chỉ số methane (ch4) emissions from transport (energy) (mt co2e).,bar,yes,no,yes,not_applicable,no,unreadable,medium,"Axis labels are unreadable, affecting overall usability."
calib_035,vinl2vis_31984,calib_035__vinl2vis_31984.png,vlm_consensus_accepted,underspecified,vi,bar,Xếp hạng các nước theo chỉ số population in urban agglomerations of more than 1 million.,bar,yes,no,yes,not_applicable,no,unreadable,medium,"Axis labels are unreadable, affecting overall usability."
calib_036,vinl2vis_25201,calib_036__vinl2vis_25201.png,vlm_consensus_accepted,ambiguous,vi,line,"Tạo biểu đồ phù hợp cho chỉ số net bilateral aid flows from dac donors, denmark (current us$) mẫu 20.",line,yes,no,yes,not_applicable,no,missing_labels,medium,"The chart type is correct, but the labels are unreadable."
calib_037,vinl2vis_33584,calib_037__vinl2vis_33584.png,vlm_consensus_accepted,underspecified,vi,bar,Xếp hạng các nước theo chỉ số total reserves in months of imports.,bar,yes,yes,yes,not_applicable,yes,none,high,The chart effectively ranks countries by total reserves in months of imports.
calib_038,vinl2vis_05197,calib_038__vinl2vis_05197.png,vlm_consensus_accepted,explicit,vi,bar,"So sánh chỉ số forest area (% of land area) ở các quốc gia, biến thể 16.",bar,yes,yes,yes,not_applicable,yes,none,high,The chart effectively compares forest area percentages across countries.
calib_039,vinl2vis_23436,calib_039__vinl2vis_23436.png,vlm_consensus_accepted,ambiguous,vi,line,"Tạo biểu đồ phù hợp cho chỉ số net trade in goods and services (bop, current us$) mẫu 15.",line,yes,yes,yes,not_applicable,yes,none,high,The chart effectively represents net trade in goods and services over time.
calib_040,vinl2vis_25237,calib_040__vinl2vis_25237.png,vlm_consensus_accepted,explicit,vi,bar,"So sánh chỉ số net bilateral aid flows from dac donors, spain (current us$) ở các quốc gia, biến thể 16.",bar,yes,yes,yes,not_applicable,yes,none,high,The chart effectively compares net bilateral aid flows from DAC donors for the specified countries.
calib_041,vinl2vis_29991,calib_041__vinl2vis_29991.png,vlm_consensus_accepted,multi_turn,vi,bar,"Hãy so sánh các nước.
Dùng năm mới nhất.",bar,yes,yes,yes,not_applicable,yes,none,high,The chart effectively compares countries using the latest year data.
calib_042,vinl2vis_22757,calib_042__vinl2vis_22757.png,vlm_consensus_accepted,explicit,vi,bar,"So sánh chỉ số primary income payments (bop, current us$) ở các quốc gia, biến thể 16.",bar,yes,yes,yes,not_applicable,yes,none,high,The chart effectively compares primary income payments across countries.
calib_043,vinl2vis_23396,calib_043__vinl2vis_23396.png,vlm_consensus_accepted,ambiguous,vi,line,"Tạo biểu đồ phù hợp cho chỉ số net primary income (bop, current us$) mẫu 15.",line,yes,yes,yes,not_applicable,yes,none,high,The chart effectively represents net primary income over time for multiple countries.
calib_044,vinl2vis_28150,calib_044__vinl2vis_28150.png,vlm_consensus_accepted,multi_turn,vi,line,"Tôi muốn xem xu hướng.
Dùng dữ liệu này và tách theo quốc gia.",line,yes,yes,yes,not_applicable,yes,none,high,The chart effectively shows trends over time by country.
calib_045,vinl2vis_33544,calib_045__vinl2vis_33544.png,vlm_consensus_accepted,underspecified,vi,bar,Xếp hạng các nước theo chỉ số total reserves (% of total external debt).,bar,yes,yes,yes,not_applicable,yes,none,high,The chart effectively ranks countries by total reserves as requested.
calib_046,vinl2vis_28190,calib_046__vinl2vis_28190.png,vlm_consensus_accepted,multi_turn,vi,line,"Tôi muốn xem xu hướng.
Dùng dữ liệu này và tách theo quốc gia.",line,yes,yes,yes,not_applicable,yes,none,high,The chart effectively shows trends over time by country.
calib_047,vinl2vis_28710,calib_047__vinl2vis_28710.png,vlm_consensus_accepted,multi_turn,vi,line,"Tôi muốn xem xu hướng.
Dùng dữ liệu này và tách theo quốc gia.",line,yes,yes,yes,not_applicable,yes,none,high,The chart effectively shows trends by country.
calib_048,vinl2vis_04757,calib_048__vinl2vis_04757.png,vlm_consensus_accepted,explicit,vi,bar,"So sánh chỉ số fertilizer consumption (% of fertilizer production) ở các quốc gia, biến thể 16.",bar,yes,yes,yes,not_applicable,yes,none,high,The chart effectively compares fertilizer consumption across countries.
calib_049,vinl2vis_27790,calib_049__vinl2vis_27790.png,vlm_consensus_accepted,multi_turn,vi,line,"Tôi muốn xem xu hướng.
Dùng dữ liệu này và tách theo quốc gia.",line,yes,no,yes,not_applicable,no,missing_labels,medium,"The chart type is correct, but the labels are unreadable."
calib_050,vinl2vis_33024,calib_050__vinl2vis_33024.png,vlm_consensus_accepted,underspecified,vi,bar,Xếp hạng các nước theo chỉ số renewable internal freshwater resources per capita (cubic meters).,bar,yes,yes,yes,not_applicable,yes,none,high,The chart effectively ranks countries by the specified freshwater resources per capita.
calib_051,vinl2vis_32944,calib_051__vinl2vis_32944.png,vlm_consensus_accepted,underspecified,vi,bar,"Xếp hạng các nước theo chỉ số annual freshwater withdrawals, total (% of internal resources).",histogram,no,no,yes,not_applicable,no,wrong_chart_type,high,The chart is a histogram instead of a bar chart.
calib_052,vinl2vis_05117,calib_052__vinl2vis_05117.png,vlm_consensus_accepted,explicit,vi,bar,"So sánh chỉ số tree cover loss (hectares) ở các quốc gia, biến thể 16.",bar,yes,yes,yes,not_applicable,yes,none,high,The chart effectively compares tree cover loss across countries.
calib_053,vinl2vis_22997,calib_053__vinl2vis_22997.png,vlm_consensus_accepted,explicit,vi,bar,"So sánh chỉ số imports of goods, services and primary income (bop, current us$) ở các quốc gia, biến thể 16.",bar,yes,yes,yes,not_applicable,yes,none,high,The chart effectively compares imports across countries as requested.
calib_054,vinl2vis_23676,calib_054__vinl2vis_23676.png,vlm_consensus_accepted,ambiguous,vi,line,"Tạo biểu đồ phù hợp cho chỉ số net secondary income (bop, current us$) mẫu 15.",line,yes,yes,yes,not_applicable,yes,none,high,The chart effectively represents net secondary income over time.
calib_055,vinl2vis_23962,calib_055__vinl2vis_23962.png,vlm_consensus_accepted,explicit,vi,bar,"So sánh chỉ số primary income receipts (bop, current us$) ở các quốc gia, biến thể 21.",bar,yes,no,yes,not_applicable,no,unreadable,medium,"The chart has unreadable labels, affecting overall usability."
calib_056,vinl2vis_04762,calib_056__vinl2vis_04762.png,vlm_consensus_accepted,explicit,vi,bar,"So sánh chỉ số fertilizer consumption (% of fertilizer production) ở các quốc gia, biến thể 21.",bar,yes,yes,yes,not_applicable,yes,none,high,The chart effectively compares fertilizer consumption across countries.
calib_057,vinl2vis_30231,calib_057__vinl2vis_30231.png,vlm_consensus_accepted,multi_turn,vi,bar,"Hãy so sánh các nước.
Dùng năm mới nhất.",bar,yes,yes,yes,not_applicable,yes,none,high,The chart effectively compares countries using the latest year data.
calib_058,vinl2vis_30584,calib_058__vinl2vis_30584.png,vlm_consensus_accepted,underspecified,vi,bar,Xếp hạng các nước theo chỉ số carbon dioxide (co2) emissions from agriculture (mt co2e).,bar,yes,yes,yes,not_applicable,yes,none,high,The chart effectively ranks countries by CO2 emissions from agriculture.
calib_059,vinl2vis_26870,calib_059__vinl2vis_26870.png,vlm_consensus_accepted,multi_turn,vi,line,"Tôi muốn xem xu hướng.
Dùng dữ liệu này và tách theo quốc gia.",line,yes,yes,yes,not_applicable,yes,none,high,The chart effectively shows trends by country over time.
calib_060,vinl2vis_24676,calib_060__vinl2vis_24676.png,vlm_consensus_accepted,ambiguous,vi,line,Tạo biểu đồ phù hợp cho chỉ số market capitalization of listed domestic companies (% of gdp) mẫu 15.,line,yes,yes,yes,not_applicable,yes,none,high,The chart effectively represents the market capitalization of listed domestic companies as a percentage of GDP.
calib_061,vinl2vis_24476,calib_061__vinl2vis_24476.png,vlm_consensus_accepted,ambiguous,vi,line,"Tạo biểu đồ phù hợp cho chỉ số personal transfers, receipts (bop, current us$) mẫu 15.",line,yes,yes,yes,not_applicable,yes,none,high,The chart effectively represents personal transfers over time for multiple countries.
calib_062,vinl2vis_25161,calib_062__vinl2vis_25161.png,vlm_consensus_accepted,ambiguous,vi,line,"Tạo biểu đồ phù hợp cho chỉ số net bilateral aid flows from dac donors, germany (current us$) mẫu 20.",line,yes,no,no,not_applicable,no,missing_labels,medium,The chart lacks readable labels and relevant data.
calib_063,vinl2vis_23042,calib_063__vinl2vis_23042.png,vlm_consensus_accepted,explicit,vi,bar,"So sánh chỉ số transport services (% of service imports, bop) ở các quốc gia, biến thể 21.",bar,yes,no,yes,not_applicable,no,unreadable,medium,"The axis labels are unreadable, affecting overall usability."
calib_064,vinl2vis_28591,calib_064__vinl2vis_28591.png,vlm_consensus_accepted,multi_turn,vi,bar,"Hãy so sánh các nước.
Dùng năm mới nhất.",bar,yes,yes,yes,not_applicable,yes,none,high,The chart effectively compares countries using the latest year data.
calib_065,vinl2vis_04801,calib_065__vinl2vis_04801.png,vlm_consensus_accepted,ambiguous,vi,line,Tạo biểu đồ phù hợp cho chỉ số fertilizer consumption (kilograms per hectare of arable land) mẫu 20.,line,no,no,no,not_applicable,no,empty_or_broken,high,The chart is empty and does not display any data.
calib_066,vinl2vis_22961,calib_066__vinl2vis_22961.png,vlm_consensus_accepted,ambiguous,vi,line,"Tạo biểu đồ phù hợp cho chỉ số charges for the use of intellectual property, payments (bop, current us$) mẫu 20.",line,yes,yes,yes,not_applicable,yes,none,high,The chart effectively represents the requested data.
calib_067,vinl2vis_32744,calib_067__vinl2vis_32744.png,vlm_consensus_accepted,underspecified,vi,bar,"Xếp hạng các nước theo chỉ số annual freshwater withdrawals, agriculture (% of total freshwater withdrawal).",bar,yes,yes,yes,not_applicable,yes,none,high,The chart effectively ranks countries by annual freshwater withdrawals for agriculture.
calib_068,vinl2vis_05521,calib_068__vinl2vis_05521.png,vlm_consensus_accepted,ambiguous,vi,line,Tạo biểu đồ phù hợp cho chỉ số cereal yield (kg per hectare) mẫu 20.,line,no,yes,no,not_applicable,no,missing_labels,high,"The chart lacks data points, making it unusable."
calib_069,vinl2vis_28271,calib_069__vinl2vis_28271.png,vlm_consensus_accepted,multi_turn,vi,bar,"Hãy so sánh các nước.
Dùng năm mới nhất.",bar,yes,yes,yes,not_applicable,yes,none,high,The chart effectively compares the values of different countries.
calib_070,vinl2vis_31824,calib_070__vinl2vis_31824.png,vlm_consensus_accepted,underspecified,vi,bar,Xếp hạng các nước theo chỉ số population density (people per sq. km of land area).,bar,yes,yes,yes,not_applicable,yes,none,high,The chart effectively ranks countries by population density.
calib_071,vinl2vis_27390,calib_071__vinl2vis_27390.png,vlm_consensus_accepted,multi_turn,vi,line,"Tôi muốn xem xu hướng.
Dùng dữ liệu này và tách theo quốc gia.",line,yes,yes,yes,not_applicable,yes,none,high,The chart effectively shows trends by country over time.
calib_072,vinl2vis_27150,calib_072__vinl2vis_27150.png,vlm_consensus_accepted,multi_turn,vi,line,"Tôi muốn xem xu hướng.
Dùng dữ liệu này và tách theo quốc gia.",line,yes,yes,yes,not_applicable,yes,none,high,The chart effectively shows trends over time for different countries.
calib_073,vinl2vis_31144,calib_073__vinl2vis_31144.png,vlm_consensus_accepted,underspecified,vi,bar,Xếp hạng các nước theo chỉ số carbon intensity of gdp (kg co2e per 2021 ppp $ of gdp).,bar,yes,yes,yes,not_applicable,yes,none,high,The chart effectively ranks countries by carbon intensity of GDP.
calib_074,vinl2vis_05322,calib_074__vinl2vis_05322.png,vlm_consensus_accepted,explicit,vi,bar,"So sánh chỉ số cereal production (metric tons) ở các quốc gia, biến thể 21.",bar,yes,yes,yes,not_applicable,yes,none,high,The chart effectively compares cereal production across countries.
calib_075,vinl2vis_04922,calib_075__vinl2vis_04922.png,vlm_consensus_accepted,explicit,vi,bar,"So sánh chỉ số arable land (hectares) ở các quốc gia, biến thể 21.",bar,yes,yes,yes,not_applicable,yes,none,high,The chart effectively compares arable land across countries.
calib_076,vinl2vis_27471,calib_076__vinl2vis_27471.png,vlm_consensus_accepted,multi_turn,vi,bar,"Hãy so sánh các nước.
Dùng năm mới nhất.",bar,yes,yes,yes,not_applicable,yes,none,high,The chart effectively compares the specified countries using the latest year.
calib_077,vinl2vis_22676,calib_077__vinl2vis_22676.png,vlm_consensus_accepted,ambiguous,vi,line,Tạo biểu đồ phù hợp cho chỉ số wage bill as a percentage of public expenditure mẫu 15.,line,yes,yes,yes,not_applicable,yes,none,high,The chart effectively represents the wage bill as a percentage of public expenditure over time.
calib_078,vinl2vis_25481,calib_078__vinl2vis_25481.png,vlm_consensus_accepted,ambiguous,vi,line,"Tạo biểu đồ phù hợp cho chỉ số net bilateral aid flows from dac donors, italy (current us$) mẫu 20.",line,yes,no,no,not_applicable,no,missing_labels,medium,The chart lacks readable labels and relevant data.
calib_079,vinl2vis_22956,calib_079__vinl2vis_22956.png,vlm_consensus_accepted,ambiguous,vi,line,"Tạo biểu đồ phù hợp cho chỉ số charges for the use of intellectual property, payments (bop, current us$) mẫu 15.",line,yes,yes,yes,not_applicable,yes,none,high,The chart effectively represents the requested data.
calib_080,vinl2vis_24642,calib_080__vinl2vis_24642.png,vlm_consensus_accepted,explicit,vi,bar,"So sánh chỉ số market capitalization of listed domestic companies (current us$) ở các quốc gia, biến thể 21.",bar,yes,yes,yes,not_applicable,yes,none,high,The chart effectively compares market capitalization across countries.
calib_081,vinl2vis_27344,calib_081__vinl2vis_27344.png,primary_vlm_flagged,underspecified,vi,bar,"Xếp hạng các nước theo chỉ số net official flows from un agencies, undp (current us$).",bar,yes,no,no,not_applicable,no,missing_labels,medium,The chart lacks readable labels and relevant data visibility.
calib_082,vinl2vis_02656,calib_082__vinl2vis_02656.png,primary_vlm_flagged,explicit,en,tick_plot,Create a tick plot for asean pm2.5 air pollution exposure in 2020.,tick_plot,yes,yes,yes,not_applicable,yes,none,high,The chart accurately represents the requested tick plot for PM2.5 exposure.
calib_083,vinl2vis_03712,calib_083__vinl2vis_03712.png,primary_vlm_flagged,explicit,vi,bar,So sánh phát thải co2 bình quân đầu người của việt nam giữa các nước trong năm 2024.,bar,yes,no,yes,not_applicable,no,unreadable,medium,"The chart's labels are unreadable, affecting overall usability."
calib_084,vinl2vis_04056,calib_084__vinl2vis_04056.png,primary_vlm_flagged,explicit,en,tick_plot,Create a tick plot for Tuổi thọ kỳ vọng in 2023.,tick_plot,yes,yes,yes,not_applicable,yes,none,high,The chart meets the requirements for a tick plot.
calib_085,vinl2vis_04144,calib_085__vinl2vis_04144.png,primary_vlm_flagged,explicit,en,heatmap,Create a heatmap of Tỷ lệ thất nghiệp by country and year.,unknown,no,yes,no,not_applicable,no,wrong_chart_type,high,The chart is not a heatmap as requested.
calib_086,vinl2vis_00766,calib_086__vinl2vis_00766.png,primary_vlm_flagged,explicit,en,tick_plot,Create a tick plot for asean exports share of gdp in 2024.,tick_plot,yes,yes,yes,not_applicable,yes,none,high,The chart meets the requirements of the query.
calib_087,vinl2vis_24504,calib_087__vinl2vis_24504.png,primary_vlm_flagged,underspecified,vi,bar,"Xếp hạng các nước theo chỉ số personal remittances, received (current us$).",bar,yes,no,yes,not_applicable,no,unreadable,medium,"The chart has unreadable labels, affecting its usability."
calib_088,vinl2vis_22704,calib_088__vinl2vis_22704.png,primary_vlm_flagged,underspecified,vi,bar,"Xếp hạng các nước theo chỉ số communications, computer, etc. (% of service imports, bop).",bar,no,yes,no,not_applicable,no,empty_or_broken,high,The chart does not display any relevant data for the countries.
calib_089,vinl2vis_01764,calib_089__vinl2vis_01764.png,primary_vlm_flagged,explicit,en,bar,Rank countries by asean education expenditure share of gdp in the latest year.,bar,yes,no,no,not_applicable,no,missing_labels,medium,The chart lacks readable labels and relevant data.
calib_090,vinl2vis_01762,calib_090__vinl2vis_01762.png,primary_vlm_flagged,explicit,en,bar,Compare countries by asean education expenditure share of gdp in 2025.,bar,yes,no,yes,not_applicable,no,unreadable,medium,The chart is unreadable due to the lack of visible data points.
calib_091,vinl2vis_23904,calib_091__vinl2vis_23904.png,primary_vlm_flagged,underspecified,vi,bar,"Xếp hạng các nước theo chỉ số communications, computer, etc. (% of service exports, bop).",bar,no,yes,no,not_applicable,no,wrong_fields,high,"The chart only displays data for one country, making it unfit for ranking."
calib_092,vinl2vis_22824,calib_092__vinl2vis_22824.png,primary_vlm_flagged,underspecified,vi,bar,"Xếp hạng các nước theo chỉ số insurance and financial services (% of service imports, bop).",bar,no,yes,no,not_applicable,no,unclear,high,The chart does not display any relevant data for the countries.
calib_093,vinl2vis_01466,calib_093__vinl2vis_01466.png,primary_vlm_flagged,explicit,en,tick_plot,Create a tick plot for asean health expenditure share of gdp in 2023.,tick_plot,yes,yes,yes,not_applicable,yes,none,high,The chart accurately represents the requested data in a tick plot format.
calib_094,vinl2vis_23944,calib_094__vinl2vis_23944.png,primary_vlm_flagged,underspecified,vi,bar,"Xếp hạng các nước theo chỉ số primary income receipts (bop, current us$).",bar,no,yes,no,not_applicable,no,unclear,high,"The chart does not display multiple countries, making it unusable for ranking."
calib_095,vinl2vis_23104,calib_095__vinl2vis_23104.png,primary_vlm_flagged,underspecified,vi,bar,"Xếp hạng các nước theo chỉ số foreign direct investment, net outflows (bop, current us$).",bar,yes,no,no,not_applicable,no,missing_labels,medium,The chart lacks readable labels and relevant data visibility.
calib_096,vinl2vis_03076,calib_096__vinl2vis_03076.png,primary_vlm_flagged,explicit,en,tick_plot,Create a tick plot for asean measles immunization in 2024.,tick_plot,yes,yes,yes,not_applicable,yes,none,high,The chart accurately represents the requested tick plot for measles immunization rates.
calib_097,vinl2vis_24104,calib_097__vinl2vis_24104.png,primary_vlm_flagged,underspecified,vi,bar,"Xếp hạng các nước theo chỉ số service exports (bop, current us$).",bar,yes,no,no,not_applicable,no,missing_labels,medium,The chart lacks readable labels and relevant data visibility.
calib_098,vinl2vis_03426,calib_098__vinl2vis_03426.png,primary_vlm_flagged,explicit,en,tick_plot,Create a tick plot for asean domestic credit to private sector in 2024.,tick_plot,yes,yes,yes,not_applicable,yes,none,high,The chart meets the requirements of the query.
calib_099,vinl2vis_03644,calib_099__vinl2vis_03644.png,primary_vlm_flagged,explicit,vi,bar,Xếp hạng các nước theo tuổi thọ kỳ vọng của việt nam trong năm 2023.,bar,no,no,no,not_applicable,no,unreadable,high,The chart is unreadable and does not provide relevant information.
