case_id,sample_id,image_file,source_bucket,query_type,language,expected_chart_family,query,human_visible_chart_family,human_chart_family_acceptable,human_labels_readable,human_relevant_fields_visible,human_transform_preserved,human_overall_acceptable,human_primary_error,human_confidence,human_notes
calib_050,vinl2vis_33024,calib_050__vinl2vis_33024.png,vlm_consensus_accepted,underspecified,vi,bar,Xếp hạng các nước theo chỉ số renewable internal freshwater resources per capita (cubic meters).,bar,yes,yes,yes,yes,yes,none,high,"The chart is a bar chart that displays the renewable internal freshwater resources per capita in cubic meters for various countries. The x-axis represents different countries, and the y-axis shows the amount of renewable internal freshwater resources per capita."
calib_051,vinl2vis_32944,calib_051__vinl2vis_32944.png,vlm_consensus_accepted,underspecified,vi,bar,"Xếp hạng các nước theo chỉ số annual freshwater withdrawals, total (% of internal resources).",bar,yes,no,yes,not_applicable,yes,none,low,The chart is not readable as the labels are in Vietnamese and there's no clear indication of what the data represents.
calib_052,vinl2vis_05117,calib_052__vinl2vis_05117.png,vlm_consensus_accepted,explicit,vi,bar,"So sánh chỉ số tree cover loss (hectares) ở các quốc gia, biến thể 16.",bar,yes,yes,yes,yes,yes,none,high,"The chart is a bar chart that displays the tree cover loss in hectares for various countries, with a scale of 16 on the x-axis. The data points are clearly labeled and the chart is easy to read."
calib_053,vinl2vis_22997,calib_053__vinl2vis_22997.png,vlm_consensus_accepted,explicit,vi,bar,"So sánh chỉ số imports of goods, services and primary income (bop, current us$) ở các quốc gia, biến thể 16.",bar,yes,no,no,not_applicable,yes,none,high,"The chart is not suitable for the query as it does not display imports of goods, services and primary income (BOP, current US$). It only shows a bar chart with no relevant data."
calib_054,vinl2vis_23676,calib_054__vinl2vis_23676.png,vlm_consensus_accepted,ambiguous,vi,line,"Tạo biểu đồ phù hợp cho chỉ số net secondary income (bop, current us$) mẫu 15.",line,yes,yes,yes,yes,yes,none,high,"The chart is a line chart that displays the net secondary income (in billion US dollars) for each country from 1975 to 2020. The x-axis represents the years, and the y-axis represents the net secondary income in billions of US dollars."
calib_055,vinl2vis_23962,calib_055__vinl2vis_23962.png,vlm_consensus_accepted,explicit,vi,bar,"So sánh chỉ số primary income receipts (bop, current us$) ở các quốc gia, biến thể 21.",bar,yes,yes,yes,yes,yes,none,high,"The chart is a bar chart with the expected primary income receipts (bop, current us$) for various countries. The query type is explicit and the language is Vietnamese."
calib_056,vinl2vis_04762,calib_056__vinl2vis_04762.png,vlm_consensus_accepted,explicit,vi,bar,"So sánh chỉ số fertilizer consumption (% of fertilizer production) ở các quốc gia, biến thể 21.",bar,yes,yes,yes,yes,yes,none,high,"The chart is a bar chart that displays the percentage of fertilizer consumption for each country, with the data presented in a clear and readable format."
calib_057,vinl2vis_30231,calib_057__vinl2vis_30231.png,vlm_consensus_accepted,multi_turn,vi,bar,"Hãy so sánh các nước.
Dùng năm mới nhất.",bar,yes,yes,yes,yes,yes,none,unknown,"The chart is a bar chart with the title 'Hãy so sánh các nước. Dùng năm mới nhất.' The x-axis represents different countries, and the y-axis shows the value of each country's GDP in trillion USD."
calib_058,vinl2vis_30584,calib_058__vinl2vis_30584.png,vlm_consensus_accepted,underspecified,vi,bar,Xếp hạng các nước theo chỉ số carbon dioxide (co2) emissions from agriculture (mt co2e).,bar,yes,yes,yes,yes,yes,none,high,"The chart is a bar chart that displays carbon dioxide emissions from agriculture in metric tons of CO2e for various countries. The x-axis represents the countries, and the y-axis shows the emissions in metric tons."
calib_059,vinl2vis_26870,calib_059__vinl2vis_26870.png,vlm_consensus_accepted,multi_turn,vi,line,"Tôi muốn xem xu hướng.
Dùng dữ liệu này và tách theo quốc gia.",line,yes,yes,yes,yes,yes,none,high,The chart is a line chart with multiple lines representing different countries' data over time.
calib_060,vinl2vis_24676,calib_060__vinl2vis_24676.png,vlm_consensus_accepted,ambiguous,vi,line,Tạo biểu đồ phù hợp cho chỉ số market capitalization of listed domestic companies (% of gdp) mẫu 15.,line,yes,no,yes,not_applicable,unclear,none,low,"The chart is a line chart, but the query asks for a bar chart. The fields are not readable, and there seems to be an issue with transform preservation."
calib_061,vinl2vis_24476,calib_061__vinl2vis_24476.png,vlm_consensus_accepted,ambiguous,vi,line,"Tạo biểu đồ phù hợp cho chỉ số personal transfers, receipts (bop, current us$) mẫu 15.",line,yes,yes,yes,yes,yes,none,high,"The chart is a line chart that displays the trend of personal transfers and receipts (bop, current US$) over time. The x-axis represents the years from 1980 to 2020, while the y-axis shows the value in millions of US dollars."
calib_062,vinl2vis_25161,calib_062__vinl2vis_25161.png,vlm_consensus_accepted,ambiguous,vi,line,"Tạo biểu đồ phù hợp cho chỉ số net bilateral aid flows from dac donors, germany (current us$) mẫu 20.",line,yes,no,yes,not_applicable,yes,none,high,"The chart is a line chart, but the query asks for a bar chart. The chart does not have any labels or readability issues, and it appears to be correctly transformed."
calib_063,vinl2vis_23042,calib_063__vinl2vis_23042.png,vlm_consensus_accepted,explicit,vi,bar,"So sánh chỉ số transport services (% of service imports, bop) ở các quốc gia, biến thể 21.",bar,yes,yes,yes,yes,yes,none,high,"The chart is a bar chart that displays the percentage of transport services as a part of service imports for various countries. The query asks for the number of transport services in Vietnam, which can be found by looking at the corresponding bar on the chart."
calib_064,vinl2vis_28591,calib_064__vinl2vis_28591.png,vlm_consensus_accepted,multi_turn,vi,bar,"Hãy so sánh các nước.
Dùng năm mới nhất.",bar,yes,yes,yes,yes,yes,none,high,"The chart is a bar chart with the title 'Hãy so sánh các nước. Dùng năm mới nhất.' The x-axis represents different countries, and the y-axis shows the value of each country's GDP in trillion USD."
calib_065,vinl2vis_04801,calib_065__vinl2vis_04801.png,vlm_consensus_accepted,ambiguous,vi,line,Tạo biểu đồ phù hợp cho chỉ số fertilizer consumption (kilograms per hectare of arable land) mẫu 20.,line,yes,no,no,not_applicable,unclear,none,low,The chart type is ambiguous and the query is unclear.
calib_066,vinl2vis_22961,calib_066__vinl2vis_22961.png,vlm_consensus_accepted,ambiguous,vi,line,"Tạo biểu đồ phù hợp cho chỉ số charges for the use of intellectual property, payments (bop, current us$) mẫu 20.",line,yes,no,yes,not_applicable,unclear,none,low,"The chart is not suitable for the query as it does not display a line chart, which would be appropriate for showing trends over time."
calib_067,vinl2vis_32744,calib_067__vinl2vis_32744.png,vlm_consensus_accepted,underspecified,vi,bar,"Xếp hạng các nước theo chỉ số annual freshwater withdrawals, agriculture (% of total freshwater withdrawal).",bar,yes,yes,yes,yes,yes,none,high,The chart is a bar chart that displays the annual freshwater withdrawals for agriculture as a percentage of total freshwater withdrawal for various countries. The chart is labeled with the country names on the x-axis and the percentage values on the y-axis.
calib_068,vinl2vis_05521,calib_068__vinl2vis_05521.png,vlm_consensus_accepted,ambiguous,vi,line,Tạo biểu đồ phù hợp cho chỉ số cereal yield (kg per hectare) mẫu 20.,line,yes,no,no,not_applicable,unclear,none,low,"The chart is not suitable for the query as it does not display a line chart, which would be appropriate for showing trends over time."
calib_069,vinl2vis_28271,calib_069__vinl2vis_28271.png,vlm_consensus_accepted,multi_turn,vi,bar,"Hãy so sánh các nước.
Dùng năm mới nhất.",bar,yes,yes,yes,yes,yes,none,high,"The chart is a bar chart with multiple bars representing different countries. The x-axis shows the years, and each country has a corresponding bar that represents its value."
calib_070,vinl2vis_31824,calib_070__vinl2vis_31824.png,vlm_consensus_accepted,underspecified,vi,bar,Xếp hạng các nước theo chỉ số population density (people per sq. km of land area).,bar,yes,yes,yes,yes,yes,none,high,"The chart is a bar chart that displays population density in people per square kilometer of land area for various countries. The x-axis represents the country names, and the y-axis shows the population density."
calib_071,vinl2vis_27390,calib_071__vinl2vis_27390.png,vlm_consensus_accepted,multi_turn,vi,line,"Tôi muốn xem xu hướng.
Dùng dữ liệu này và tách theo quốc gia.",line,yes,yes,yes,yes,yes,none,high,"The chart is a line chart with multiple lines representing different countries. The x-axis represents the years, and the y-axis represents the value of the metric."
calib_072,vinl2vis_27150,calib_072__vinl2vis_27150.png,vlm_consensus_accepted,multi_turn,vi,line,"Tôi muốn xem xu hướng.
Dùng dữ liệu này và tách theo quốc gia.",line,yes,yes,yes,yes,yes,none,high,"The chart is a line chart with multiple lines representing different countries. The x-axis represents the years, and the y-axis represents the value of the metric."
calib_073,vinl2vis_31144,calib_073__vinl2vis_31144.png,vlm_consensus_accepted,underspecified,vi,bar,Xếp hạng các nước theo chỉ số carbon intensity of gdp (kg co2e per 2021 ppp $ of gdp).,bar,yes,yes,yes,yes,yes,none,high,"The chart is a bar chart that displays the carbon intensity of GDP for various countries in 2021, measured in kg CO2e per 2021 PPP $ of GDP. The x-axis represents different countries, and the y-axis shows the carbon intensity in kg CO2e per 2021 PPP $ of GDP."
calib_074,vinl2vis_05322,calib_074__vinl2vis_05322.png,vlm_consensus_accepted,explicit,vi,bar,"So sánh chỉ số cereal production (metric tons) ở các quốc gia, biến thể 21.",bar,yes,yes,yes,yes,yes,none,high,"The chart is a bar chart that displays cereal production in metric tons for various countries, with the data presented as a stacked bar chart. The chart is labeled appropriately and the labels are readable."
calib_075,vinl2vis_04922,calib_075__vinl2vis_04922.png,vlm_consensus_accepted,explicit,vi,bar,"So sánh chỉ số arable land (hectares) ở các quốc gia, biến thể 21.",bar,yes,yes,yes,yes,yes,none,unknown,"The chart is a bar chart with the title 'So sánh chỉ số arable land (hectares) ở các quốc gia, biến thể 21.' It displays data for various countries in terms of arable land area. The x-axis represents different countries and the y-axis shows the area in hectares."
calib_076,vinl2vis_27471,calib_076__vinl2vis_27471.png,vlm_consensus_accepted,multi_turn,vi,bar,"Hãy so sánh các nước.
Dùng năm mới nhất.",bar,yes,yes,yes,yes,yes,none,unknown,"The chart is a bar chart with the title 'Hãy so sánh các nước. Dùng năm mới nhất.' It has multiple bars representing different countries, each labeled with their respective names and values."
calib_077,vinl2vis_22676,calib_077__vinl2vis_22676.png,vlm_consensus_accepted,ambiguous,vi,line,Tạo biểu đồ phù hợp cho chỉ số wage bill as a percentage of public expenditure mẫu 15.,line,yes,yes,yes,yes,yes,none,high,The chart is a line chart that displays the percentage of public expenditure allocated to wage bill for each country from 2004 to 2022.
calib_078,vinl2vis_25481,calib_078__vinl2vis_25481.png,vlm_consensus_accepted,ambiguous,vi,line,"Tạo biểu đồ phù hợp cho chỉ số net bilateral aid flows from dac donors, italy (current us$) mẫu 20.",line,yes,no,no,not_applicable,unclear,none,low,The chart type is ambiguous and does not clearly represent the data as a line chart.
