case_id,sample_id,image_file,source_bucket,query_type,language,expected_chart_family,query,human_visible_chart_family,human_chart_family_acceptable,human_labels_readable,human_relevant_fields_visible,human_transform_preserved,human_overall_acceptable,human_primary_error,human_confidence,human_notes
calib_011,vinl2vis_05196,calib_011__vinl2vis_05196.png,vlm_consensus_accepted,ambiguous,vi,line,Tạo biểu đồ phù hợp cho chỉ số forest area (% of land area) mẫu 15.,line,yes,yes,yes,not_applicable,yes,none,high,Chart shows forest area percentage over years for multiple countries.
calib_012,vinl2vis_23557,calib_012__vinl2vis_23557.png,vlm_consensus_accepted,explicit,vi,bar,"So sánh chỉ số foreign direct investment, net (bop, current us$) ở các quốc gia, biến thể 16.",bar,yes,yes,yes,yes,yes,none,high,"Chart shows bar plot of FDI net values for countries, with clear labels and values."
calib_013,vinl2vis_05396,calib_013__vinl2vis_05396.png,vlm_consensus_accepted,ambiguous,vi,line,Tạo biểu đồ phù hợp cho chỉ số food production index (2014-2016 = 100) mẫu 15.,line,yes,yes,yes,not_applicable,yes,none,high,"Chart shows food production index over time with multiple countries, matching the query's request for a line chart of the index."
calib_014,vinl2vis_29596,calib_014__vinl2vis_29596.png,vlm_consensus_accepted,ambiguous,vi,line,"Tạo biểu đồ phù hợp cho chỉ số external debt stocks, total (dod, current us$) mẫu 15.",line,yes,yes,yes,not_applicable,yes,none,high,Chart shows external debt stocks for multiple countries over time with clear labels and axes.
calib_015,vinl2vis_27110,calib_015__vinl2vis_27110.png,vlm_consensus_accepted,multi_turn,vi,line,"Tôi muốn xem xu hướng.
Dùng dữ liệu này và tách theo quốc gia.",line,yes,yes,yes,yes,yes,none,high,Chart shows trends for multiple countries over time with clear labels and values.
calib_016,vinl2vis_24482,calib_016__vinl2vis_24482.png,vlm_consensus_accepted,explicit,vi,bar,"So sánh chỉ số personal transfers, receipts (bop, current us$) ở các quốc gia, biến thể 21.",bar,yes,yes,yes,yes,yes,none,high,"Chart shows bar values for personal transfers, receipts across countries with clear labels and categories."
calib_017,vinl2vis_26951,calib_017__vinl2vis_26951.png,vlm_consensus_accepted,multi_turn,vi,bar,"Hãy so sánh các nước.
Dùng năm mới nhất.",bar,yes,yes,yes,yes,yes,none,high,Chart shows bar values for countries with clear labels and transformations.
calib_018,vinl2vis_26711,calib_018__vinl2vis_26711.png,vlm_consensus_accepted,multi_turn,vi,bar,"Hãy so sánh các nước.
Dùng năm mới nhất.",bar,yes,yes,yes,yes,yes,none,high,Chart shows bar heights for each country with clear labels and values.
calib_019,vinl2vis_24117,calib_019__vinl2vis_24117.png,vlm_consensus_accepted,explicit,vi,bar,"So sánh chỉ số service exports (bop, current us$) ở các quốc gia, biến thể 16.",bar,yes,yes,yes,yes,yes,none,high,Chart clearly shows service exports in current US$ for multiple countries with correct labels and values.
calib_020,vinl2vis_05317,calib_020__vinl2vis_05317.png,vlm_consensus_accepted,explicit,vi,bar,"So sánh chỉ số cereal production (metric tons) ở các quốc gia, biến thể 16.",bar,yes,yes,yes,not_applicable,yes,none,high,"Chart clearly shows cereal production in metric tons for each country, with correct labels and units."
calib_021,vinl2vis_27191,calib_021__vinl2vis_27191.png,vlm_consensus_accepted,multi_turn,vi,bar,"Hãy so sánh các nước.
Dùng năm mới nhất.",bar,yes,yes,yes,yes,yes,none,high,Chart shows bar values for countries with 'Dùng năm mới nhất' (using latest year) as requested.
calib_022,vinl2vis_32864,calib_022__vinl2vis_32864.png,vlm_consensus_accepted,underspecified,vi,bar,Xếp hạng các nước theo chỉ số level of water stress: freshwater withdrawal as a proportion of available freshwater resources.,bar,yes,yes,yes,yes,yes,none,high,"Chart shows country names on x-axis and value on y-axis, with bars representing freshwater withdrawal levels."
calib_023,vinl2vis_29511,calib_023__vinl2vis_29511.png,vlm_consensus_accepted,multi_turn,vi,bar,"Hãy so sánh các nước.
Dùng năm mới nhất.",bar,yes,yes,yes,yes,yes,none,high,Chart shows bar heights for each country with clear labels and values.
calib_024,vinl2vis_32784,calib_024__vinl2vis_32784.png,vlm_consensus_accepted,underspecified,vi,bar,"Xếp hạng các nước theo chỉ số annual freshwater withdrawals, domestic (% of total freshwater withdrawal).",bar,yes,yes,yes,yes,yes,none,high,"Chart shows country names on x-axis and annual freshwater withdrawals values on y-axis, with bars indicating the magnitude of withdrawals."
calib_025,vinl2vis_28791,calib_025__vinl2vis_28791.png,vlm_consensus_accepted,multi_turn,vi,bar,"Hãy so sánh các nước.
Dùng năm mới nhất.",bar,yes,yes,yes,yes,yes,none,high,"Chart shows bar heights for Indonesia, Singapore, and Thailand with clear labels and values."
calib_026,vinl2vis_05116,calib_026__vinl2vis_05116.png,vlm_consensus_accepted,ambiguous,vi,line,Tạo biểu đồ phù hợp cho chỉ số tree cover loss (hectares) mẫu 15.,line,yes,yes,yes,not_applicable,yes,none,high,"Chart shows tree cover loss in hectares for multiple countries over years, with clear labels and axes."
calib_027,vinl2vis_29070,calib_027__vinl2vis_29070.png,vlm_consensus_accepted,multi_turn,vi,line,"Tôi muốn xem xu hướng.
Dùng dữ liệu này và tách theo quốc gia.",line,yes,yes,yes,yes,yes,none,high,Chart shows trends for multiple countries over time with clear labels and data.
calib_028,vinl2vis_30664,calib_028__vinl2vis_30664.png,vlm_consensus_accepted,underspecified,vi,bar,Xếp hạng các nước theo chỉ số carbon dioxide (co2) emissions from fugitive emissions (energy) (mt co2e).,bar,yes,yes,yes,yes,yes,none,high,Chart correctly ranks countries by CO2 emissions from fugitive emissions (energy) in Mt CO2e.
calib_029,vinl2vis_31664,calib_029__vinl2vis_31664.png,vlm_consensus_accepted,underspecified,vi,bar,Xếp hạng các nước theo chỉ số nitrous oxide (n2o) emissions from waste (mt co2e).,bar,yes,yes,yes,yes,yes,none,high,Chart shows N2O emissions by country with clear labels and values.
calib_030,vinl2vis_32584,calib_030__vinl2vis_32584.png,vlm_consensus_accepted,underspecified,vi,bar,Xếp hạng các nước theo chỉ số aquaculture production (metric tons).,bar,yes,yes,yes,yes,yes,none,high,Chart clearly ranks countries by aquaculture production in metric tons.
calib_031,vinl2vis_25922,calib_031__vinl2vis_25922.png,vlm_consensus_accepted,explicit,vi,bar,"So sánh chỉ số external debt stocks (% of gni) ở các quốc gia, biến thể 21.",bar,yes,yes,yes,not_applicable,yes,none,high,Chart clearly shows external debt stocks as percentage of GNI for each country.
calib_032,vinl2vis_05201,calib_032__vinl2vis_05201.png,vlm_consensus_accepted,ambiguous,vi,line,Tạo biểu đồ phù hợp cho chỉ số forest area (% of land area) mẫu 20.,line,yes,yes,yes,yes,yes,none,high,Chart shows forest area percentage over years for multiple countries.
calib_033,vinl2vis_26910,calib_033__vinl2vis_26910.png,vlm_consensus_accepted,multi_turn,vi,line,"Tôi muốn xem xu hướng.
Dùng dữ liệu này và tách theo quốc gia.",line,yes,yes,yes,yes,yes,none,high,Chart shows trends for multiple countries over time with clear labels and values.
calib_034,vinl2vis_30464,calib_034__vinl2vis_30464.png,vlm_consensus_accepted,underspecified,vi,bar,Xếp hạng các nước theo chỉ số methane (ch4) emissions from transport (energy) (mt co2e).,bar,yes,yes,yes,yes,yes,none,high,Chart shows methane emissions by country with clear labels and values.
calib_035,vinl2vis_31984,calib_035__vinl2vis_31984.png,vlm_consensus_accepted,underspecified,vi,bar,Xếp hạng các nước theo chỉ số population in urban agglomerations of more than 1 million.,bar,yes,yes,yes,yes,yes,none,high,Chart shows population values for countries with bars representing each country's urban agglomeration population.
calib_036,vinl2vis_25201,calib_036__vinl2vis_25201.png,vlm_consensus_accepted,ambiguous,vi,line,"Tạo biểu đồ phù hợp cho chỉ số net bilateral aid flows from dac donors, denmark (current us$) mẫu 20.",line,yes,yes,yes,not_applicable,yes,none,high,"Chart shows a line plot with value on y-axis and year on x-axis, but no data points are visible."
calib_037,vinl2vis_33584,calib_037__vinl2vis_33584.png,vlm_consensus_accepted,underspecified,vi,bar,Xếp hạng các nước theo chỉ số total reserves in months of imports.,bar,yes,yes,yes,yes,yes,none,high,Chart correctly ranks countries by total reserves in months of imports.
calib_038,vinl2vis_05197,calib_038__vinl2vis_05197.png,vlm_consensus_accepted,explicit,vi,bar,"So sánh chỉ số forest area (% of land area) ở các quốc gia, biến thể 16.",bar,yes,yes,yes,not_applicable,yes,none,high,"Chart shows forest area percentage for each country, matching the query's request to compare forest area across countries."
calib_039,vinl2vis_23436,calib_039__vinl2vis_23436.png,vlm_consensus_accepted,ambiguous,vi,line,"Tạo biểu đồ phù hợp cho chỉ số net trade in goods and services (bop, current us$) mẫu 15.",line,yes,yes,yes,not_applicable,yes,none,high,Chart shows net trade in goods and services for multiple countries over time with clear labels and values.
calib_040,vinl2vis_25237,calib_040__vinl2vis_25237.png,vlm_consensus_accepted,explicit,vi,bar,"So sánh chỉ số net bilateral aid flows from dac donors, spain (current us$) ở các quốc gia, biến thể 16.",bar,yes,yes,yes,yes,yes,none,high,Chart shows net bilateral aid flows from DAC donors (Spain) for various countries with clear labels and values.
calib_041,vinl2vis_29991,calib_041__vinl2vis_29991.png,vlm_consensus_accepted,multi_turn,vi,bar,"Hãy so sánh các nước.
Dùng năm mới nhất.",bar,yes,yes,yes,yes,yes,none,high,Chart shows bar heights for each country with clear labels and values.
calib_042,vinl2vis_22757,calib_042__vinl2vis_22757.png,vlm_consensus_accepted,explicit,vi,bar,"So sánh chỉ số primary income payments (bop, current us$) ở các quốc gia, biến thể 16.",bar,yes,yes,yes,not_applicable,yes,none,high,Chart clearly shows primary income payments for countries with correct labels and values.
calib_043,vinl2vis_23396,calib_043__vinl2vis_23396.png,vlm_consensus_accepted,ambiguous,vi,line,"Tạo biểu đồ phù hợp cho chỉ số net primary income (bop, current us$) mẫu 15.",line,yes,yes,yes,not_applicable,yes,none,high,"Chart shows net primary income (bop, current us$) for multiple countries over time."
calib_044,vinl2vis_28150,calib_044__vinl2vis_28150.png,vlm_consensus_accepted,multi_turn,vi,line,"Tôi muốn xem xu hướng.
Dùng dữ liệu này và tách theo quốc gia.",line,yes,yes,yes,yes,yes,none,high,Chart shows trends for multiple countries over time with clear labels and data.
calib_045,vinl2vis_33544,calib_045__vinl2vis_33544.png,vlm_consensus_accepted,underspecified,vi,bar,Xếp hạng các nước theo chỉ số total reserves (% of total external debt).,bar,yes,yes,yes,yes,yes,none,high,Chart shows countries ranked by total reserves as a percentage of total external debt.
calib_046,vinl2vis_28190,calib_046__vinl2vis_28190.png,vlm_consensus_accepted,multi_turn,vi,line,"Tôi muốn xem xu hướng.
Dùng dữ liệu này và tách theo quốc gia.",line,yes,yes,yes,yes,yes,none,high,Chart shows trends for multiple countries over time with clear labels and data.
calib_047,vinl2vis_28710,calib_047__vinl2vis_28710.png,vlm_consensus_accepted,multi_turn,vi,line,"Tôi muốn xem xu hướng.
Dùng dữ liệu này và tách theo quốc gia.",line,yes,yes,yes,yes,yes,none,high,"Chart shows multiple lines representing trends over time, with clear labels and grid lines."
calib_048,vinl2vis_04757,calib_048__vinl2vis_04757.png,vlm_consensus_accepted,explicit,vi,bar,"So sánh chỉ số fertilizer consumption (% of fertilizer production) ở các quốc gia, biến thể 16.",bar,yes,yes,yes,not_applicable,yes,none,high,"Chart shows bar heights for fertilizer consumption percentages across countries, matching the query's request to compare values."
calib_049,vinl2vis_27790,calib_049__vinl2vis_27790.png,vlm_consensus_accepted,multi_turn,vi,line,"Tôi muốn xem xu hướng.
Dùng dữ liệu này và tách theo quốc gia.",line,yes,yes,yes,yes,yes,none,high,Chart shows multiple lines with clear country separation and trends.
calib_050,vinl2vis_33024,calib_050__vinl2vis_33024.png,vlm_consensus_accepted,underspecified,vi,bar,Xếp hạng các nước theo chỉ số renewable internal freshwater resources per capita (cubic meters).,bar,yes,yes,yes,yes,yes,none,high,Chart clearly ranks countries by renewable internal freshwater resources per capita.
calib_051,vinl2vis_32944,calib_051__vinl2vis_32944.png,vlm_consensus_accepted,underspecified,vi,bar,"Xếp hạng các nước theo chỉ số annual freshwater withdrawals, total (% of internal resources).",bar,yes,yes,yes,yes,yes,none,high,"Chart shows country names on x-axis and annual freshwater withdrawals value on y-axis, with bars indicating the values."
calib_052,vinl2vis_05117,calib_052__vinl2vis_05117.png,vlm_consensus_accepted,explicit,vi,bar,"So sánh chỉ số tree cover loss (hectares) ở các quốc gia, biến thể 16.",bar,yes,yes,yes,yes,yes,none,high,"Chart shows tree cover loss in hectares for countries, with Indonesia having the highest value."
calib_053,vinl2vis_22997,calib_053__vinl2vis_22997.png,vlm_consensus_accepted,explicit,vi,bar,"So sánh chỉ số imports of goods, services and primary income (bop, current us$) ở các quốc gia, biến thể 16.",empty_or_broken,no,no,no,not_applicable,no,empty_or_broken,high,Chart is empty with no visible data points or labels for comparison.
calib_054,vinl2vis_23676,calib_054__vinl2vis_23676.png,vlm_consensus_accepted,ambiguous,vi,line,"Tạo biểu đồ phù hợp cho chỉ số net secondary income (bop, current us$) mẫu 15.",line,yes,yes,yes,not_applicable,yes,none,high,"Chart shows net secondary income (BOP, current US$) for multiple countries over time."
calib_055,vinl2vis_23962,calib_055__vinl2vis_23962.png,vlm_consensus_accepted,explicit,vi,bar,"So sánh chỉ số primary income receipts (bop, current us$) ở các quốc gia, biến thể 21.",bar,yes,yes,yes,yes,yes,none,high,Chart shows primary income receipts in current US$ for multiple countries with clear labels and values.
calib_056,vinl2vis_04762,calib_056__vinl2vis_04762.png,vlm_consensus_accepted,explicit,vi,bar,"So sánh chỉ số fertilizer consumption (% of fertilizer production) ở các quốc gia, biến thể 21.",bar,yes,yes,yes,not_applicable,yes,none,high,"Chart shows bar heights for fertilizer consumption percentages across countries, matching the query's request to compare values."
calib_057,vinl2vis_30231,calib_057__vinl2vis_30231.png,vlm_consensus_accepted,multi_turn,vi,bar,"Hãy so sánh các nước.
Dùng năm mới nhất.",bar,yes,yes,yes,yes,yes,none,high,Chart shows bar heights for each country with clear labels and values.
calib_058,vinl2vis_30584,calib_058__vinl2vis_30584.png,vlm_consensus_accepted,underspecified,vi,bar,Xếp hạng các nước theo chỉ số carbon dioxide (co2) emissions from agriculture (mt co2e).,bar,yes,yes,yes,yes,yes,none,high,Chart correctly ranks countries by CO2 emissions from agriculture.
calib_059,vinl2vis_26870,calib_059__vinl2vis_26870.png,vlm_consensus_accepted,multi_turn,vi,line,"Tôi muốn xem xu hướng.
Dùng dữ liệu này và tách theo quốc gia.",line,yes,yes,yes,yes,yes,none,high,Chart shows trends for multiple countries over time with clear labels and data.
calib_060,vinl2vis_24676,calib_060__vinl2vis_24676.png,vlm_consensus_accepted,ambiguous,vi,line,Tạo biểu đồ phù hợp cho chỉ số market capitalization of listed domestic companies (% of gdp) mẫu 15.,line,yes,yes,yes,not_applicable,yes,none,high,Chart shows market capitalization as % of GDP for multiple countries over time.
calib_061,vinl2vis_24476,calib_061__vinl2vis_24476.png,vlm_consensus_accepted,ambiguous,vi,line,"Tạo biểu đồ phù hợp cho chỉ số personal transfers, receipts (bop, current us$) mẫu 15.",line,yes,yes,yes,not_applicable,yes,none,high,Chart shows line graph of personal transfers and receipts over years for multiple countries.
calib_062,vinl2vis_25161,calib_062__vinl2vis_25161.png,vlm_consensus_accepted,ambiguous,vi,line,"Tạo biểu đồ phù hợp cho chỉ số net bilateral aid flows from dac donors, germany (current us$) mẫu 20.",empty_or_broken,no,no,no,not_applicable,no,empty_or_broken,high,"Chart is empty with no data points or axes labels, showing only a grid and title."
calib_063,vinl2vis_23042,calib_063__vinl2vis_23042.png,vlm_consensus_accepted,explicit,vi,bar,"So sánh chỉ số transport services (% of service imports, bop) ở các quốc gia, biến thể 21.",bar,yes,yes,yes,yes,yes,none,high,Chart shows transport services as percentage of service imports for multiple countries with clear labels and values.
calib_064,vinl2vis_28591,calib_064__vinl2vis_28591.png,vlm_consensus_accepted,multi_turn,vi,bar,"Hãy so sánh các nước.
Dùng năm mới nhất.",bar,yes,yes,yes,yes,yes,none,high,Chart shows bar heights for countries with 'Dùng năm mới nhất' indicating latest year data.
calib_065,vinl2vis_04801,calib_065__vinl2vis_04801.png,vlm_consensus_accepted,ambiguous,vi,line,Tạo biểu đồ phù hợp cho chỉ số fertilizer consumption (kilograms per hectare of arable land) mẫu 20.,empty_or_broken,no,no,no,not_applicable,no,empty_or_broken,high,"The chart is completely empty with no data points or axes labels visible, despite the title indicating it should display fertilizer consumption data."
calib_066,vinl2vis_22961,calib_066__vinl2vis_22961.png,vlm_consensus_accepted,ambiguous,vi,line,"Tạo biểu đồ phù hợp cho chỉ số charges for the use of intellectual property, payments (bop, current us$) mẫu 20.",line,yes,yes,yes,not_applicable,yes,none,high,"Chart shows line graph with countries and years, displaying charges for intellectual property use."
calib_067,vinl2vis_32744,calib_067__vinl2vis_32744.png,vlm_consensus_accepted,underspecified,vi,bar,"Xếp hạng các nước theo chỉ số annual freshwater withdrawals, agriculture (% of total freshwater withdrawal).",bar,yes,yes,yes,yes,yes,none,high,Chart shows countries ranked by annual freshwater withdrawals for agriculture as a percentage of total freshwater withdrawal.
calib_068,vinl2vis_05521,calib_068__vinl2vis_05521.png,vlm_consensus_accepted,ambiguous,vi,line,Tạo biểu đồ phù hợp cho chỉ số cereal yield (kg per hectare) mẫu 20.,line,yes,yes,yes,not_applicable,yes,none,high,"Chart shows line plot with country labels and value axis, matching the query's request for cereal yield data."
calib_069,vinl2vis_28271,calib_069__vinl2vis_28271.png,vlm_consensus_accepted,multi_turn,vi,bar,"Hãy so sánh các nước.
Dùng năm mới nhất.",bar,yes,yes,yes,yes,yes,none,high,Chart shows bar heights for each country with clear labels and values.
calib_070,vinl2vis_31824,calib_070__vinl2vis_31824.png,vlm_consensus_accepted,underspecified,vi,bar,Xếp hạng các nước theo chỉ số population density (people per sq. km of land area).,bar,yes,yes,yes,yes,yes,none,high,Chart shows population density rankings with clear labels and values.
calib_071,vinl2vis_27390,calib_071__vinl2vis_27390.png,vlm_consensus_accepted,multi_turn,vi,line,"Tôi muốn xem xu hướng.
Dùng dữ liệu này và tách theo quốc gia.",line,yes,yes,yes,yes,yes,none,high,Chart shows trends for multiple countries over time with clear labels and data.
calib_072,vinl2vis_27150,calib_072__vinl2vis_27150.png,vlm_consensus_accepted,multi_turn,vi,line,"Tôi muốn xem xu hướng.
Dùng dữ liệu này và tách theo quốc gia.",line,yes,yes,yes,yes,yes,none,high,Chart shows trends for multiple countries over time with clear labels and data.
calib_073,vinl2vis_31144,calib_073__vinl2vis_31144.png,vlm_consensus_accepted,underspecified,vi,bar,Xếp hạng các nước theo chỉ số carbon intensity of gdp (kg co2e per 2021 ppp $ of gdp).,bar,yes,yes,yes,yes,yes,none,high,Chart clearly shows country rankings by carbon intensity of GDP.
calib_074,vinl2vis_05322,calib_074__vinl2vis_05322.png,vlm_consensus_accepted,explicit,vi,bar,"So sánh chỉ số cereal production (metric tons) ở các quốc gia, biến thể 21.",bar,yes,yes,yes,not_applicable,yes,none,high,Chart clearly shows cereal production in metric tons for each country with correct labels and units.
calib_075,vinl2vis_04922,calib_075__vinl2vis_04922.png,vlm_consensus_accepted,explicit,vi,bar,"So sánh chỉ số arable land (hectares) ở các quốc gia, biến thể 21.",bar,yes,yes,yes,not_applicable,yes,none,high,Chart clearly shows arable land in hectares for each country with correct labels and values.
calib_076,vinl2vis_27471,calib_076__vinl2vis_27471.png,vlm_consensus_accepted,multi_turn,vi,bar,"Hãy so sánh các nước.
Dùng năm mới nhất.",bar,yes,yes,yes,yes,yes,none,high,Chart shows bar heights for each country with clear labels and values.
calib_077,vinl2vis_22676,calib_077__vinl2vis_22676.png,vlm_consensus_accepted,ambiguous,vi,line,Tạo biểu đồ phù hợp cho chỉ số wage bill as a percentage of public expenditure mẫu 15.,line,yes,yes,yes,not_applicable,yes,none,high,Chart shows wage bill as percentage of public expenditure for multiple countries over time.
calib_078,vinl2vis_25481,calib_078__vinl2vis_25481.png,vlm_consensus_accepted,ambiguous,vi,line,"Tạo biểu đồ phù hợp cho chỉ số net bilateral aid flows from dac donors, italy (current us$) mẫu 20.",empty_or_broken,no,no,no,not_applicable,no,empty_or_broken,high,Chart is empty with no data points or meaningful structure.
calib_079,vinl2vis_22956,calib_079__vinl2vis_22956.png,vlm_consensus_accepted,ambiguous,vi,line,"Tạo biểu đồ phù hợp cho chỉ số charges for the use of intellectual property, payments (bop, current us$) mẫu 15.",line,yes,yes,yes,not_applicable,yes,none,high,Chart shows line graph of intellectual property payments over years with multiple countries.
calib_080,vinl2vis_24642,calib_080__vinl2vis_24642.png,vlm_consensus_accepted,explicit,vi,bar,"So sánh chỉ số market capitalization of listed domestic companies (current us$) ở các quốc gia, biến thể 21.",bar,yes,yes,yes,yes,yes,none,high,Chart shows market capitalization of domestic companies by country with clear labels and values.
calib_081,vinl2vis_27344,calib_081__vinl2vis_27344.png,primary_vlm_flagged,underspecified,vi,bar,"Xếp hạng các nước theo chỉ số net official flows from un agencies, undp (current us$).",bar,yes,yes,yes,yes,yes,none,high,"Chart shows a single bar for Brunei with value 70,000, matching the query's ranking by net official flows."
calib_082,vinl2vis_02656,calib_082__vinl2vis_02656.png,primary_vlm_flagged,explicit,en,tick_plot,Create a tick plot for asean pm2.5 air pollution exposure in 2020.,tick_plot,yes,yes,yes,not_applicable,yes,none,high,Chart shows PM2.5 exposure per cubic meter for ASEAN countries in 2020 with clear labels and values.
calib_083,vinl2vis_03712,calib_083__vinl2vis_03712.png,primary_vlm_flagged,explicit,vi,bar,So sánh phát thải co2 bình quân đầu người của việt nam giữa các nước trong năm 2024.,area,no,yes,no,not_applicable,no,wrong_fields,high,"Chart shows only Vietnam's CO2 per capita for 2024, not a comparison across countries."
calib_084,vinl2vis_04056,calib_084__vinl2vis_04056.png,primary_vlm_flagged,explicit,en,tick_plot,Create a tick plot for Tuổi thọ kỳ vọng in 2023.,line,no,yes,yes,not_applicable,no,wrong_chart_type,high,"The chart is a line plot, not a tick plot as requested."
calib_085,vinl2vis_04144,calib_085__vinl2vis_04144.png,primary_vlm_flagged,explicit,en,heatmap,Create a heatmap of Tỷ lệ thất nghiệp by country and year.,bar,no,yes,yes,not_applicable,no,wrong_chart_type,high,"The chart is a bar chart, not a heatmap, as requested."
calib_086,vinl2vis_00766,calib_086__vinl2vis_00766.png,primary_vlm_flagged,explicit,en,tick_plot,Create a tick plot for asean exports share of gdp in 2024.,line,no,yes,yes,not_applicable,no,wrong_chart_type,high,"The chart is a line plot, not a tick plot as requested."
calib_087,vinl2vis_24504,calib_087__vinl2vis_24504.png,primary_vlm_flagged,underspecified,vi,bar,"Xếp hạng các nước theo chỉ số personal remittances, received (current us$).",bar,yes,yes,yes,yes,yes,none,high,"Chart shows Malaysia with a value of 100,000,000, matching the query's request for ranking by remittances."
calib_088,vinl2vis_22704,calib_088__vinl2vis_22704.png,primary_vlm_flagged,underspecified,vi,bar,"Xếp hạng các nước theo chỉ số communications, computer, etc. (% of service imports, bop).",bar,yes,yes,yes,yes,yes,none,high,"Chart shows a single bar for Cambodia with value 10, matching the query's ranking context."
calib_089,vinl2vis_01764,calib_089__vinl2vis_01764.png,primary_vlm_flagged,explicit,en,bar,Rank countries by asean education expenditure share of gdp in the latest year.,bar,yes,yes,yes,yes,yes,none,high,"Chart shows Philippines with high education expenditure share of GDP, but lacks other ASEAN countries for comparison."
calib_090,vinl2vis_01762,calib_090__vinl2vis_01762.png,primary_vlm_flagged,explicit,en,bar,Compare countries by asean education expenditure share of gdp in 2025.,area,no,yes,no,not_applicable,no,wrong_chart_type,high,"Only one country (Philippines) is shown, not multiple countries for comparison."
calib_091,vinl2vis_23904,calib_091__vinl2vis_23904.png,primary_vlm_flagged,underspecified,vi,bar,"Xếp hạng các nước theo chỉ số communications, computer, etc. (% of service exports, bop).",bar,yes,yes,yes,yes,yes,none,high,Chart shows Philippines with a value of approximately 90% for service exports related to communications and computers.
calib_092,vinl2vis_22824,calib_092__vinl2vis_22824.png,primary_vlm_flagged,underspecified,vi,bar,"Xếp hạng các nước theo chỉ số insurance and financial services (% of service imports, bop).",area,no,yes,no,not_applicable,no,wrong_chart_type,high,Chart shows a single area bar for Singapore but lacks multiple countries for ranking.
calib_093,vinl2vis_01466,calib_093__vinl2vis_01466.png,primary_vlm_flagged,explicit,en,tick_plot,Create a tick plot for asean health expenditure share of gdp in 2023.,line,no,yes,yes,not_applicable,no,wrong_chart_type,high,"The chart is a line plot, not a tick plot as requested."
calib_094,vinl2vis_23944,calib_094__vinl2vis_23944.png,primary_vlm_flagged,underspecified,vi,bar,"Xếp hạng các nước theo chỉ số primary income receipts (bop, current us$).",bar,yes,yes,yes,yes,yes,none,high,"Chart shows a single bar for Brunei with high value, matching the ranking context."
