case_id,sample_id,image_file,source_bucket,query_type,language,expected_chart_family,query,human_visible_chart_family,human_chart_family_acceptable,human_labels_readable,human_relevant_fields_visible,human_transform_preserved,human_overall_acceptable,human_primary_error,human_confidence,human_notes
calib_032,vinl2vis_05201,calib_032__vinl2vis_05201.png,vlm_consensus_accepted,ambiguous,vi,line,Tạo biểu đồ phù hợp cho chỉ số forest area (% of land area) mẫu 20.,area,yes,yes,yes,no,yes,none,high,"The chart is a line graph showing the forest area as a percentage of land area for various countries over time. The data appears to be consistent and relevant, with clear labels on both axes."
calib_033,vinl2vis_26910,calib_033__vinl2vis_26910.png,vlm_consensus_accepted,multi_turn,vi,line,"Tôi muốn xem xu hướng.
Dùng dữ liệu này và tách theo quốc gia.",line,yes,yes,yes,no,yes,none,high,"The chart displays trends over time for various countries, with each country's data represented by a different colored line. The vertical axis shows the value of exports in billions while the horizontal axis indicates years from 1975 to 2020."
calib_034,vinl2vis_30464,calib_034__vinl2vis_30464.png,vlm_consensus_accepted,underspecified,vi,bar,Xếp hạng các nước theo chỉ số methane (ch4) emissions from transport (energy) (mt co2e).,bar,yes,yes,yes,not_applicable,yes,none,high,"The chart displays a bar graph showing methane (CH4) emissions from transport in various countries, with each country represented by different colors. The vertical axis indicates the value of CH4 emissions measured in metric tons CO2 equivalent per year."
calib_035,vinl2vis_31984,calib_035__vinl2vis_31984.png,vlm_consensus_accepted,underspecified,vi,bar,Xếp hạng các nước theo chỉ số population in urban agglomerations of more than 1 million.,bar,yes,yes,yes,not_applicable,yes,none,high,"The chart displays a bar graph showing the population in urban agglomerations for various countries, with values over one million. The bars are color-coded by country and labeled accordingly."
calib_036,vinl2vis_25201,calib_036__vinl2vis_25201.png,vlm_consensus_accepted,ambiguous,vi,line,"Tạo biểu đồ phù hợp cho chỉ số net bilateral aid flows from dac donors, denmark (current us$) mẫu 20.",line,yes,yes,yes,not_applicable,yes,none,high,The chart is a line graph showing net bilateral aid flows from DAC donors to various countries in Denmark. The data appears accurate and the labels are readable.
calib_037,vinl2vis_33584,calib_037__vinl2vis_33584.png,vlm_consensus_accepted,underspecified,vi,bar,Xếp hạng các nước theo chỉ số total reserves in months of imports.,bar,yes,yes,yes,no,yes,none,high,The chart displays a bar graph showing the total reserves in months of imports for various countries.
calib_038,vinl2vis_05197,calib_038__vinl2vis_05197.png,vlm_consensus_accepted,explicit,vi,bar,"So sánh chỉ số forest area (% of land area) ở các quốc gia, biến thể 16.",area,yes,yes,yes,no,yes,none,high,The chart is a bar graph showing forest area as a percentage of land area for various countries. The bars are clearly labeled and the data points are easily readable.
calib_039,vinl2vis_23436,calib_039__vinl2vis_23436.png,vlm_consensus_accepted,ambiguous,vi,line,"Tạo biểu đồ phù hợp cho chỉ số net trade in goods and services (bop, current us$) mẫu 15.",area,yes,yes,yes,no,yes,none,high,"The chart is a line graph showing the net trade in goods and services for various countries over time. The data appears to be accurate, with clear labels on both axes."
calib_040,vinl2vis_25237,calib_040__vinl2vis_25237.png,vlm_consensus_accepted,explicit,vi,bar,"So sánh chỉ số net bilateral aid flows from dac donors, spain (current us$) ở các quốc gia, biến thể 16.",bar,yes,yes,yes,no,yes,none,high,"The chart is a bar graph showing net bilateral aid flows from DAC donors, Spain (current US$) to various countries. The bars represent different countries and their respective values of aid flow."
calib_041,vinl2vis_29991,calib_041__vinl2vis_29991.png,vlm_consensus_accepted,multi_turn,vi,bar,"Hãy so sánh các nước.
Dùng năm mới nhất.",bar,yes,yes,yes,not_applicable,yes,none,high,The chart is a bar graph comparing the value of different countries for 'Hãy so sánh các nước' using data from the latest year.
calib_042,vinl2vis_22757,calib_042__vinl2vis_22757.png,vlm_consensus_accepted,explicit,vi,bar,"So sánh chỉ số primary income payments (bop, current us$) ở các quốc gia, biến thể 16.",bar,yes,yes,yes,no,yes,none,high,The chart is a bar graph showing primary income payments for various countries in current US dollars. The bars are labeled with country names and the values on the y-axis represent monetary amounts.
calib_043,vinl2vis_23396,calib_043__vinl2vis_23396.png,vlm_consensus_accepted,ambiguous,vi,line,"Tạo biểu đồ phù hợp cho chỉ số net primary income (bop, current us$) mẫu 15.",area,yes,yes,yes,no,yes,none,high,"The chart is a line graph showing the net primary income (BOP, current US$) for various countries over time. The data appears to be accurate and relevant."
calib_044,vinl2vis_28150,calib_044__vinl2vis_28150.png,vlm_consensus_accepted,multi_turn,vi,line,"Tôi muốn xem xu hướng.
Dùng dữ liệu này và tách theo quốc gia.",line,yes,yes,yes,no,yes,none,high,"The chart displays trends over time for various countries, with each country's data represented by a different colored line. The vertical axis shows values ranging from approximately zero to sixteen, while the horizontal axis indicates years."
calib_045,vinl2vis_33544,calib_045__vinl2vis_33544.png,vlm_consensus_accepted,underspecified,vi,bar,Xếp hạng các nước theo chỉ số total reserves (% of total external debt).,bar,yes,yes,yes,not_applicable,yes,none,high,The chart displays a bar graph showing the total reserves (% of total external debt) for various countries.
calib_046,vinl2vis_28190,calib_046__vinl2vis_28190.png,vlm_consensus_accepted,multi_turn,vi,line,"Tôi muốn xem xu hướng.
Dùng dữ liệu này và tách theo quốc gia.",line,yes,yes,yes,no,yes,none,high,"The chart displays trends over time for various countries, with each country represented by a different colored line. The data appears to be related to some form of measurement or value that has increased and decreased throughout the years."
calib_047,vinl2vis_28710,calib_047__vinl2vis_28710.png,vlm_consensus_accepted,multi_turn,vi,line,"Tôi muốn xem xu hướng.
Dùng dữ liệu này và tách theo quốc gia.",unknown,yes,no,yes,not_applicable,yes,unclear,medium,"The chart is mostly readable, but the labels are not clear enough to determine which countries correspond to each line. The trend lines appear to be country-specific."
calib_048,vinl2vis_04757,calib_048__vinl2vis_04757.png,vlm_consensus_accepted,explicit,vi,bar,"So sánh chỉ số fertilizer consumption (% of fertilizer production) ở các quốc gia, biến thể 16.",unknown,yes,yes,yes,no,yes,none,high,"The chart is a bar graph showing the percentage of fertilizer consumption as a part of production for various countries. The bars are clearly labeled and distinguishable, making it easy to compare values across different nations."
calib_049,vinl2vis_27790,calib_049__vinl2vis_27790.png,vlm_consensus_accepted,multi_turn,vi,line,"Tôi muốn xem xu hướng.
Dùng dữ liệu này và tách theo quốc gia.",area,yes,no,yes,not_applicable,yes,none,medium,"The chart is an area chart showing trends over time, with multiple lines representing different countries. The labels are not readable due to the small font size and lack of clarity."
calib_050,vinl2vis_33024,calib_050__vinl2vis_33024.png,vlm_consensus_accepted,underspecified,vi,bar,Xếp hạng các nước theo chỉ số renewable internal freshwater resources per capita (cubic meters).,bar,yes,yes,yes,no,yes,none,high,The chart displays a bar graph showing renewable internal freshwater resources per capita for various countries in cubic meters.
calib_051,vinl2vis_32944,calib_051__vinl2vis_32944.png,vlm_consensus_accepted,underspecified,vi,bar,"Xếp hạng các nước theo chỉ số annual freshwater withdrawals, total (% of internal resources).",bar,yes,yes,yes,not_applicable,yes,none,high,"The chart displays a bar graph showing the annual freshwater withdrawals for each country, ranked by their percentage of internal resources. The bars are clearly labeled with countries and values."
calib_052,vinl2vis_05117,calib_052__vinl2vis_05117.png,vlm_consensus_accepted,explicit,vi,bar,"So sánh chỉ số tree cover loss (hectares) ở các quốc gia, biến thể 16.",bar,yes,yes,yes,not_applicable,yes,none,high,"The chart is a bar graph showing the tree cover loss in hectares for various countries. The bars are clearly labeled and easy to read, with values on the y-axis indicating the magnitude of loss."
calib_053,vinl2vis_22997,calib_053__vinl2vis_22997.png,vlm_consensus_accepted,explicit,vi,bar,"So sánh chỉ số imports of goods, services and primary income (bop, current us$) ở các quốc gia, biến thể 16.",bar,yes,no,yes,not_applicable,yes,none,medium,"Chart displays the BOP (current US$) for various countries, but labels are not readable."
calib_054,vinl2vis_23676,calib_054__vinl2vis_23676.png,vlm_consensus_accepted,ambiguous,vi,line,"Tạo biểu đồ phù hợp cho chỉ số net secondary income (bop, current us$) mẫu 15.",area,yes,yes,yes,no,yes,none,high,"The chart is a line graph showing the net secondary income (BOP, current US$) for various countries over time. The data appears to be accurate and relevant."
calib_055,vinl2vis_23962,calib_055__vinl2vis_23962.png,vlm_consensus_accepted,explicit,vi,bar,"So sánh chỉ số primary income receipts (bop, current us$) ở các quốc gia, biến thể 21.",bar,yes,yes,yes,no,yes,none,high,"The chart is a bar graph showing primary income receipts (BOP, current US$) for various countries. The bars are color-coded to represent different countries and the height of each bar indicates the value of BOP in millions."
calib_056,vinl2vis_04762,calib_056__vinl2vis_04762.png,vlm_consensus_accepted,explicit,vi,bar,"So sánh chỉ số fertilizer consumption (% of fertilizer production) ở các quốc gia, biến thể 21.",unknown,yes,yes,yes,no,yes,none,high,"The chart is a bar graph showing the percentage of fertilizer consumption as a part of production for various countries. The bars are clearly labeled and distinguishable, making it easy to compare values across different nations."
calib_057,vinl2vis_30231,calib_057__vinl2vis_30231.png,vlm_consensus_accepted,multi_turn,vi,bar,"Hãy so sánh các nước.
Dùng năm mới nhất.",bar,yes,yes,yes,not_applicable,yes,none,high,The chart is a bar graph showing the value of different countries for 'Hãy so sánh các nước' using the latest year.
calib_058,vinl2vis_30584,calib_058__vinl2vis_30584.png,vlm_consensus_accepted,underspecified,vi,bar,Xếp hạng các nước theo chỉ số carbon dioxide (co2) emissions from agriculture (mt co2e).,bar,yes,yes,yes,no,yes,none,medium,"The chart displays the carbon dioxide emissions from agriculture for various countries, with a focus on CO2e (carbon dioxide equivalent) units. The bars represent different countries and their respective emission values."
calib_059,vinl2vis_26870,calib_059__vinl2vis_26870.png,vlm_consensus_accepted,multi_turn,vi,line,"Tôi muốn xem xu hướng.
Dùng dữ liệu này và tách theo quốc gia.",area,yes,yes,yes,no,yes,none,high,"The chart is a line graph showing the trend of exports over time for various countries. The data appears to be organized by country, with each color representing different nations."
calib_060,vinl2vis_24676,calib_060__vinl2vis_24676.png,vlm_consensus_accepted,ambiguous,vi,line,Tạo biểu đồ phù hợp cho chỉ số market capitalization of listed domestic companies (% of gdp) mẫu 15.,area,yes,yes,yes,no,yes,none,high,"The chart is a line graph showing market capitalization of listed domestic companies as a percentage of GDP for various countries over time. The data appears to be presented in an organized and readable manner, with clear labels on the axes."
calib_061,vinl2vis_24476,calib_061__vinl2vis_24476.png,vlm_consensus_accepted,ambiguous,vi,line,"Tạo biểu đồ phù hợp cho chỉ số personal transfers, receipts (bop, current us$) mẫu 15.",area,yes,yes,yes,no,yes,none,high,The chart is a line graph showing the trend of personal transfers and receipts for selected countries over time. The data appears to be in current US dollars.
calib_062,vinl2vis_25161,calib_062__vinl2vis_25161.png,vlm_consensus_accepted,ambiguous,vi,line,"Tạo biểu đồ phù hợp cho chỉ số net bilateral aid flows from dac donors, germany (current us$) mẫu 20.",line,yes,yes,yes,not_applicable,yes,none,high,"The chart is a line graph showing net bilateral aid flows from DAC donors, Germany to various countries. The data appears accurate and the labels are readable."
calib_063,vinl2vis_23042,calib_063__vinl2vis_23042.png,vlm_consensus_accepted,explicit,vi,bar,"So sánh chỉ số transport services (% of service imports, bop) ở các quốc gia, biến thể 21.",bar,yes,yes,yes,not_applicable,yes,none,high,"The chart is a bar graph showing the percentage of transport services as a part of service imports for various countries. The bars are clearly labeled with country names and corresponding values, making it easy to compare."
calib_064,vinl2vis_28591,calib_064__vinl2vis_28591.png,vlm_consensus_accepted,multi_turn,vi,bar,"Hãy so sánh các nước.
Dùng năm mới nhất.",bar,yes,yes,yes,not_applicable,yes,none,high,"The chart is a bar graph comparing the values of different countries for 'Hãy so sánh các nước'. The data represents new year statistics, with each country's value displayed on the y-axis and their names listed along the x-axis."
calib_065,vinl2vis_04801,calib_065__vinl2vis_04801.png,vlm_consensus_accepted,ambiguous,vi,line,Tạo biểu đồ phù hợp cho chỉ số fertilizer consumption (kilograms per hectare of arable land) mẫu 20.,area,yes,yes,yes,not_applicable,yes,none,high,The chart is a line graph showing fertilizer consumption in kilograms per hectare of arable land for various countries. The data appears to be consistent and the labels are readable.
calib_066,vinl2vis_22961,calib_066__vinl2vis_22961.png,vlm_consensus_accepted,ambiguous,vi,line,"Tạo biểu đồ phù hợp cho chỉ số charges for the use of intellectual property, payments (bop, current us$) mẫu 20.",unknown,yes,no,yes,not_applicable,yes,none,medium,"The chart is a line graph showing the charges for the use of intellectual property in various countries over time. The fields are visible, but the labels and values on the axes may not be easily readable."
calib_067,vinl2vis_32744,calib_067__vinl2vis_32744.png,vlm_consensus_accepted,underspecified,vi,bar,"Xếp hạng các nước theo chỉ số annual freshwater withdrawals, agriculture (% of total freshwater withdrawal).",bar,yes,yes,yes,not_applicable,yes,none,high,"The chart displays a bar graph showing the annual freshwater withdrawals, agriculture (% of total fresh) for various countries."
calib_068,vinl2vis_05521,calib_068__vinl2vis_05521.png,vlm_consensus_accepted,ambiguous,vi,line,Tạo biểu đồ phù hợp cho chỉ số cereal yield (kg per hectare) mẫu 20.,line,yes,yes,yes,not_applicable,yes,none,high,The chart is a line graph showing cereal yield data for Laos and Myanmar over time.
calib_069,vinl2vis_28271,calib_069__vinl2vis_28271.png,vlm_consensus_accepted,multi_turn,vi,bar,"Hãy so sánh các nước.
Dùng năm mới nhất.",bar,yes,yes,yes,not_applicable,yes,none,high,The chart is a bar graph showing the comparison of various countries based on their values for 'H帝王 so sánh các nước' using data from the latest year.
calib_070,vinl2vis_31824,calib_070__vinl2vis_31824.png,vlm_consensus_accepted,underspecified,vi,bar,Xếp hạng các nước theo chỉ số population density (people per sq. km of land area).,bar,yes,yes,yes,not_applicable,yes,none,high,"The chart displays population density for various countries, with bars representing the number of people per square kilometer. The data is organized in descending order based on population density."
calib_071,vinl2vis_27390,calib_071__vinl2vis_27390.png,vlm_consensus_accepted,multi_turn,vi,line,"Tôi muốn xem xu hướng.
Dùng dữ liệu này và tách theo quốc gia.",area,yes,yes,yes,no,yes,none,high,"The chart is a line graph showing trends over time for various countries, with each country's data represented by different colored lines. The vertical axis represents the value of exports in millions USD, while the horizontal axis shows years from 1980 to 2020."
calib_072,vinl2vis_27150,calib_072__vinl2vis_27150.png,vlm_consensus_accepted,multi_turn,vi,line,"Tôi muốn xem xu hướng.
Dùng dữ liệu này và tách theo quốc gia.",area,yes,yes,yes,no,yes,none,high,"The chart is a line graph showing the trend of female life expectancy over time for various countries. The data appears to be accurate and relevant, with clear labels on both axes."
calib_073,vinl2vis_31144,calib_073__vinl2vis_31144.png,vlm_consensus_accepted,underspecified,vi,bar,Xếp hạng các nước theo chỉ số carbon intensity of gdp (kg co2e per 2021 ppp $ of gdp).,bar,yes,yes,yes,no,yes,none,high,"The chart displays a bar graph showing the carbon intensity of GDP for various countries, with values on the y-axis and country names on the x-axis."
calib_074,vinl2vis_05322,calib_074__vinl2vis_05322.png,vlm_consensus_accepted,explicit,vi,bar,"So sánh chỉ số cereal production (metric tons) ở các quốc gia, biến thể 21.",bar,yes,yes,yes,not_applicable,yes,none,high,"The chart is a bar graph showing cereal production in metric tons for various countries. The labels are readable, and the relevant fields (countries) are visible."
calib_075,vinl2vis_04922,calib_075__vinl2vis_04922.png,vlm_consensus_accepted,explicit,vi,bar,"So sánh chỉ số arable land (hectares) ở các quốc gia, biến thể 21.",bar,yes,yes,yes,not_applicable,yes,none,high,The chart is a bar graph showing the arable land in hectares for various countries.
calib_076,vinl2vis_27471,calib_076__vinl2vis_27471.png,vlm_consensus_accepted,multi_turn,vi,bar,"Hãy so sánh các nước.
Dùng năm mới nhất.",bar,yes,yes,yes,not_applicable,yes,none,high,The chart is a bar graph comparing the value of hay so sánh các nước (rice production) for different countries using their respective names in Vietnamese. The most recent year data provided appears to be from 2014.
calib_077,vinl2vis_22676,calib_077__vinl2vis_22676.png,vlm_consensus_accepted,ambiguous,vi,line,Tạo biểu đồ phù hợp cho chỉ số wage bill as a percentage of public expenditure mẫu 15.,area,yes,yes,yes,no,yes,none,high,"The chart is a line graph showing the wage bill as a percentage of public expenditure for various countries over time. The data appears to be accurate and relevant, with clear labels on both axes."
calib_078,vinl2vis_25481,calib_078__vinl2vis_25481.png,vlm_consensus_accepted,ambiguous,vi,line,"Tạo biểu đồ phù hợp cho chỉ số net bilateral aid flows from dac donors, italy (current us$) mẫu 20.",line,yes,yes,yes,not_applicable,yes,none,high,"The chart is a line graph showing net bilateral aid flows from DAC donors to various countries in Italy, with the values on the y-axis and years on the x-axis. The data appears clear and readable."
calib_079,vinl2vis_22956,calib_079__vinl2vis_22956.png,vlm_consensus_accepted,ambiguous,vi,line,"Tạo biểu đồ phù hợp cho chỉ số charges for the use of intellectual property, payments (bop, current us$) mẫu 15.",area,yes,yes,yes,no,yes,none,high,"This chart is a line graph showing the charges for intellectual property payments over time, with different countries represented by various colored lines. The data spans from 1980 to 2020."
calib_080,vinl2vis_24642,calib_080__vinl2vis_24642.png,vlm_consensus_accepted,explicit,vi,bar,"So sánh chỉ số market capitalization of listed domestic companies (current us$) ở các quốc gia, biến thể 21.",bar,yes,yes,yes,no,yes,none,high,"The chart is a bar graph showing market capitalization values for listed domestic companies in various countries. The bars are color-coded to represent different countries, and the y-axis indicates value while the x-axis lists country names."
