case_id,sample_id,case_family,evidence_strength,run_key,model,acceptable,chart_family_matches,labels_match_query,readable,visible_chart_family,major_issue,conservative_issue
stress230_032,vinl2vis_05443,major_visual_sanity_failure,programmatic_visual_failure,english_residualfix,qwen3-vl:4b,False,False,True,True,bar,wrong_chart_type,wrong_chart_type
stress230_034,vinl2vis_05013,major_visual_sanity_failure,programmatic_visual_failure,english_residualfix,qwen3-vl:4b,False,False,True,True,bar,wrong_chart_type,wrong_chart_type
stress230_035,vinl2vis_05318,major_visual_sanity_failure,programmatic_visual_failure,english_residualfix,qwen3-vl:4b,True,True,True,True,bar,none,none
stress230_037,vinl2vis_04928,major_visual_sanity_failure,programmatic_visual_failure,english_residualfix,qwen3-vl:4b,False,False,True,True,bar,wrong_chart_type,wrong_chart_type
stress230_038,vinl2vis_04848,major_visual_sanity_failure,programmatic_visual_failure,english_residualfix,qwen3-vl:4b,False,False,True,True,bar,wrong_chart_type,wrong_chart_type
stress230_040,vinl2vis_06568,major_visual_sanity_failure,programmatic_visual_failure,english_residualfix,qwen3-vl:4b,True,True,True,True,bar,none,none
stress230_042,vinl2vis_06128,major_visual_sanity_failure,programmatic_visual_failure,english_residualfix,qwen3-vl:4b,True,True,True,True,bar,none,none
stress230_043,vinl2vis_04753,major_visual_sanity_failure,programmatic_visual_failure,english_residualfix,qwen3-vl:4b,False,False,True,True,bar,wrong_chart_type,wrong_chart_type
stress230_044,vinl2vis_05933,major_visual_sanity_failure,programmatic_visual_failure,english_residualfix,qwen3-vl:4b,True,True,True,True,bar,none,none
stress230_045,vinl2vis_06518,major_visual_sanity_failure,programmatic_visual_failure,english_residualfix,qwen3-vl:4b,True,True,True,True,bar,none,none
stress230_046,vinl2vis_01831,major_visual_sanity_failure,programmatic_visual_failure,english_residualfix,qwen3-vl:4b,True,True,True,True,line,none,none
stress230_048,vinl2vis_05598,major_visual_sanity_failure,programmatic_visual_failure,english_residualfix,qwen3-vl:4b,True,True,True,True,bar,none,none
stress230_049,vinl2vis_00296,major_visual_sanity_failure,programmatic_visual_failure,english_residualfix,qwen3-vl:4b,True,True,True,True,area,none,none
stress230_051,vinl2vis_06763,major_visual_sanity_failure,programmatic_visual_failure,english_residualfix,qwen3-vl:4b,True,True,True,True,bar,none,none
stress230_052,vinl2vis_03726,major_visual_sanity_failure,programmatic_visual_failure,english_residualfix,qwen3-vl:4b,True,True,True,True,area,none,none
stress230_053,vinl2vis_05593,major_visual_sanity_failure,programmatic_visual_failure,english_residualfix,qwen3-vl:4b,True,True,True,True,bar,none,none
stress230_054,vinl2vis_06893,major_visual_sanity_failure,programmatic_visual_failure,english_residualfix,qwen3-vl:4b,True,True,True,True,bar,none,none
stress230_056,vinl2vis_05098,major_visual_sanity_failure,programmatic_visual_failure,english_residualfix,qwen3-vl:4b,False,False,True,True,bar,wrong_chart_type,wrong_chart_type
stress230_058,vinl2vis_06578,major_visual_sanity_failure,programmatic_visual_failure,english_residualfix,qwen3-vl:4b,True,True,True,True,bar,none,none
stress230_061,vinl2vis_05538,major_visual_sanity_failure,programmatic_visual_failure,english_residualfix,qwen3-vl:4b,False,False,True,True,bar,wrong_chart_type,wrong_chart_type
stress230_062,vinl2vis_05618,major_visual_sanity_failure,programmatic_visual_failure,english_residualfix,qwen3-vl:4b,True,True,True,True,bar,none,none
stress230_063,vinl2vis_00135,major_visual_sanity_failure,programmatic_visual_failure,english_residualfix,qwen3-vl:4b,True,True,True,True,bubble_chart,none,none
stress230_068,vinl2vis_05913,major_visual_sanity_failure,programmatic_visual_failure,english_residualfix,qwen3-vl:4b,True,True,True,True,bar,none,none
stress230_069,vinl2vis_05608,major_visual_sanity_failure,programmatic_visual_failure,english_residualfix,qwen3-vl:4b,True,True,True,True,bar,none,none
stress230_070,vinl2vis_00011,major_visual_sanity_failure,programmatic_visual_failure,english_residualfix,qwen3-vl:4b,True,True,True,True,line,none,none
stress230_071,vinl2vis_07013,major_visual_sanity_failure,programmatic_visual_failure,english_residualfix,qwen3-vl:4b,False,False,True,True,bar,wrong_chart_type,wrong_chart_type
stress230_072,vinl2vis_06982,major_visual_sanity_failure,programmatic_visual_failure,english_residualfix,qwen3-vl:4b,True,True,True,True,line,none,none
stress230_073,vinl2vis_06213,major_visual_sanity_failure,programmatic_visual_failure,english_residualfix,qwen3-vl:4b,False,False,True,True,bar,wrong_chart_type,wrong_chart_type
stress230_074,vinl2vis_05248,major_visual_sanity_failure,programmatic_visual_failure,english_residualfix,qwen3-vl:4b,True,True,True,True,bar,none,none
stress230_075,vinl2vis_06178,major_visual_sanity_failure,programmatic_visual_failure,english_residualfix,qwen3-vl:4b,False,False,True,True,area,wrong_chart_type,wrong_chart_type
stress230_076,vinl2vis_05773,major_visual_sanity_failure,programmatic_visual_failure,english_residualfix,qwen3-vl:4b,True,True,True,True,bar,none,none
stress230_077,vinl2vis_06208,major_visual_sanity_failure,programmatic_visual_failure,english_residualfix,qwen3-vl:4b,False,False,True,True,bar,wrong_chart_type,wrong_chart_type
stress230_078,vinl2vis_05653,major_visual_sanity_failure,programmatic_visual_failure,english_residualfix,qwen3-vl:4b,False,False,True,True,bar,wrong_chart_type,wrong_chart_type
stress230_079,vinl2vis_05322,strict_transform_failure,deterministic_semantic_failure,heldout4b_final,qwen3-vl:4b,True,True,True,True,bar,none,none
stress230_086,vinl2vis_31424,strict_transform_failure,deterministic_semantic_failure,heldout4b_final,qwen3-vl:4b,True,True,True,True,bar,none,none
stress230_089,vinl2vis_05317,strict_transform_failure,deterministic_semantic_failure,heldout4b_final,qwen3-vl:4b,True,True,True,True,bar,none,none
stress230_090,vinl2vis_24002,strict_transform_failure,deterministic_semantic_failure,heldout4b_final,qwen3-vl:4b,True,True,True,True,bar,none,none
stress230_092,vinl2vis_25317,strict_transform_failure,deterministic_semantic_failure,heldout4b_final,qwen3-vl:4b,True,True,True,True,bar,none,none
stress230_095,vinl2vis_30664,strict_transform_failure,deterministic_semantic_failure,heldout4b_final,qwen3-vl:4b,True,True,True,True,bar,none,none
stress230_098,vinl2vis_31384,strict_transform_failure,deterministic_semantic_failure,heldout4b_final,qwen3-vl:4b,True,True,True,True,bar,none,none
stress230_105,vinl2vis_30544,strict_transform_failure,deterministic_semantic_failure,heldout4b_final,qwen3-vl:4b,True,True,True,True,bar,none,none
stress230_109,vinl2vis_33544,strict_transform_failure,deterministic_semantic_failure,heldout4b_final,qwen3-vl:4b,True,True,True,True,bar,none,none
stress230_116,vinl2vis_23962,strict_transform_failure,deterministic_semantic_failure,heldout4b_final,qwen3-vl:4b,True,True,True,True,bar,none,none
stress230_127,vinl2vis_24477,strict_transform_failure,deterministic_semantic_failure,heldout4b_final,qwen3-vl:4b,True,True,True,True,bar,none,none
stress230_130,vinl2vis_31584,strict_transform_failure,deterministic_semantic_failure,heldout4b_final,qwen3-vl:4b,True,True,True,True,bar,none,none
stress230_135,vinl2vis_05362,strict_transform_failure,deterministic_semantic_failure,heldout4b_final,qwen3-vl:4b,True,True,True,True,bar,none,none
stress230_137,vinl2vis_31304,strict_transform_failure,deterministic_semantic_failure,heldout4b_final,qwen3-vl:4b,True,True,True,True,bar,none,none
stress230_139,vinl2vis_23282,strict_transform_failure,deterministic_semantic_failure,heldout4b_final,qwen3-vl:4b,True,True,True,True,bar,none,none
stress230_140,vinl2vis_23562,strict_transform_failure,deterministic_semantic_failure,heldout4b_final,qwen3-vl:4b,True,True,True,True,bar,none,none
stress230_141,vinl2vis_31464,strict_transform_failure,deterministic_semantic_failure,heldout4b_final,qwen3-vl:4b,True,True,True,True,bar,none,none
stress230_148,vinl2vis_23317,strict_transform_failure,deterministic_semantic_failure,heldout4b_final,qwen3-vl:4b,True,True,True,True,bar,none,none
stress230_001,vinl2vis_29151,repair_confirmed_known_bad,repair_confirmed,heldout4b_visualfix,qwen3-vl:4b,False,False,True,True,area,wrong_chart_type,wrong_chart_type
stress230_177,vinl2vis_29151,primary_vlm_flagged,primary_vlm_visual_flag,heldout4b_visualfix,qwen3-vl:4b,False,False,True,True,area,wrong_chart_type,wrong_chart_type
stress230_002,vinl2vis_26591,repair_confirmed_known_bad,repair_confirmed,heldout4b_visualfix,qwen3-vl:4b,False,False,True,True,area,wrong_chart_type,wrong_chart_type
stress230_003,vinl2vis_31704,repair_confirmed_known_bad,repair_confirmed,heldout4b_visualfix,qwen3-vl:4b,False,False,True,True,area,wrong_chart_type,wrong_chart_type
stress230_170,vinl2vis_31704,primary_vlm_flagged,primary_vlm_visual_flag,heldout4b_visualfix,qwen3-vl:4b,False,False,True,True,area,wrong_chart_type,wrong_chart_type
stress230_005,vinl2vis_32864,repair_confirmed_known_bad,repair_confirmed,heldout4b_visualfix,qwen3-vl:4b,False,False,True,True,area,wrong_chart_type,wrong_chart_type
stress230_193,vinl2vis_32864,primary_vlm_flagged,primary_vlm_visual_flag,heldout4b_visualfix,qwen3-vl:4b,False,False,True,True,area,wrong_chart_type,wrong_chart_type
stress230_006,vinl2vis_32984,repair_confirmed_known_bad,repair_confirmed,heldout4b_visualfix,qwen3-vl:4b,False,False,True,True,area,wrong_chart_type,wrong_chart_type
stress230_085,vinl2vis_23962,strict_transform_failure,deterministic_semantic_failure,heldout8b_final,qwen3-vl:4b,True,True,True,True,bar,none,none
stress230_087,vinl2vis_33304,strict_transform_failure,deterministic_semantic_failure,heldout8b_final,qwen3-vl:4b,True,True,True,True,bar,none,none
stress230_094,vinl2vis_05522,strict_transform_failure,deterministic_semantic_failure,heldout8b_final,qwen3-vl:4b,True,True,True,True,bar,none,none
stress230_100,vinl2vis_31904,strict_transform_failure,deterministic_semantic_failure,heldout8b_final,qwen3-vl:4b,True,True,True,True,bar,none,none
stress230_101,vinl2vis_30584,strict_transform_failure,deterministic_semantic_failure,heldout8b_final,qwen3-vl:4b,True,True,True,True,bar,none,none
stress230_103,vinl2vis_25797,strict_transform_failure,deterministic_semantic_failure,heldout8b_final,qwen3-vl:4b,True,True,True,True,bar,none,none
stress230_115,vinl2vis_25842,strict_transform_failure,deterministic_semantic_failure,heldout8b_final,qwen3-vl:4b,True,True,True,True,bar,none,none
stress230_212,vinl2vis_25842,cross_or_weak_judge_disagreement,judge_disagreement,heldout8b_final,qwen3-vl:4b,True,True,True,True,bar,none,none
stress230_118,vinl2vis_31184,strict_transform_failure,deterministic_semantic_failure,heldout8b_final,qwen3-vl:4b,True,True,True,True,bar,none,none
stress230_119,vinl2vis_25242,strict_transform_failure,deterministic_semantic_failure,heldout8b_final,qwen3-vl:4b,True,True,True,True,bar,none,none
stress230_121,vinl2vis_25877,strict_transform_failure,deterministic_semantic_failure,heldout8b_final,qwen3-vl:4b,True,True,True,True,bar,none,none
stress230_122,vinl2vis_24402,strict_transform_failure,deterministic_semantic_failure,heldout8b_final,qwen3-vl:4b,True,True,True,True,bar,none,none
stress230_123,vinl2vis_23517,strict_transform_failure,deterministic_semantic_failure,heldout8b_final,qwen3-vl:4b,True,True,True,True,bar,none,none
stress230_124,vinl2vis_24322,strict_transform_failure,deterministic_semantic_failure,heldout8b_final,qwen3-vl:4b,True,True,True,True,bar,none,none
stress230_125,vinl2vis_23082,strict_transform_failure,deterministic_semantic_failure,heldout8b_final,qwen3-vl:4b,True,True,True,True,bar,none,none
stress230_128,vinl2vis_23957,strict_transform_failure,deterministic_semantic_failure,heldout8b_final,qwen3-vl:4b,True,True,True,True,bar,none,none
stress230_131,vinl2vis_23197,strict_transform_failure,deterministic_semantic_failure,heldout8b_final,qwen3-vl:4b,True,True,True,True,bar,none,none
stress230_134,vinl2vis_25202,strict_transform_failure,deterministic_semantic_failure,heldout8b_final,qwen3-vl:4b,True,True,True,True,bar,none,none
stress230_143,vinl2vis_24237,strict_transform_failure,deterministic_semantic_failure,heldout8b_final,qwen3-vl:4b,True,True,True,True,bar,none,none
stress230_145,vinl2vis_24037,strict_transform_failure,deterministic_semantic_failure,heldout8b_final,qwen3-vl:4b,True,True,True,True,bar,none,none
stress230_147,vinl2vis_25882,strict_transform_failure,deterministic_semantic_failure,heldout8b_final,qwen3-vl:4b,True,True,True,True,bar,none,none
stress230_209,vinl2vis_25277,cross_or_weak_judge_disagreement,judge_disagreement,heldout8b_final,qwen3-vl:4b,True,True,True,True,bar,none,none
stress230_210,vinl2vis_05361,cross_or_weak_judge_disagreement,judge_disagreement,heldout8b_final,qwen3-vl:4b,True,True,True,True,line,none,none
